Control #,Rec #,Lang,Source Audio ISBN_13,Course,Unit Num,start,stop,Cluster,QZ #,Speaker,Cue,#of words,Q or S,Course Name (Source),Snippet Name,Skills
1763,1763,BP,9781508286752,Brazilian Portuguese 5,28,,,U28-05,05Q_B,N,Many tunnels are closed.,,S,Portuguese (Brazilian) Level 5,,18
1764,1764,BP,9781508286752,Brazilian Portuguese 5,28,,,U28-05,05R_B,M,Muitos túneis estão interditados.,,S,Portuguese (Brazilian) Level 5,,18
1765,1765,BP,9781508286752,Brazilian Portuguese 5,28,,,U28-05,05Q_C,N,Various tunnels are open.,,S,Portuguese (Brazilian) Level 5,,18
1766,1766,BP,9781508286752,Brazilian Portuguese 5,28,,,U28-05,05R_C,M,Vários túneis estão abertos.,,S,Portuguese (Brazilian) Level 5,,18
1767,1767,BP,9781508286752,Brazilian Portuguese 5,28,,,U28-05,05Q_D,N,Many tunnels are open.,,S,Portuguese (Brazilian) Level 5,,18
1768,1768,BP,9781508286752,Brazilian Portuguese 5,28,,,U28-05,05R_D,M,Muitos túneis estão abertos.,,S,Portuguese (Brazilian) Level 5,,18
1769,1769,BP,9781508286752,Brazilian Portuguese 5,28,,,U28-06,06Q_A,N,I don’t think that it’s because of the lights.,,S,Portuguese (Brazilian) Level 5,,7
1770,1770,BP,9781508286752,Brazilian Portuguese 5,28,,,U28-06,06R_A,F,Não acho que é por causa das luzes. ,,S,Portuguese (Brazilian) Level 5,,7
1771,1771,BP,9781508286752,Brazilian Portuguese 5,28,,,U28-06,06Q_B,N,I think that it’s because of the lights.,,S,Portuguese (Brazilian) Level 5,,7
1772,1772,BP,9781508286752,Brazilian Portuguese 5,28,,,U28-06,06R_B,F,Acho que é por causa das luzes. ,,S,Portuguese (Brazilian) Level 5,,7
1773,1773,BP,9781508286752,Brazilian Portuguese 5,28,,,U28-06,06Q_C,N,I don’t think that it’s because of the tunnels.,,S,Portuguese (Brazilian) Level 5,,18
1774,1774,BP,9781508286752,Brazilian Portuguese 5,28,,,U28-06,06R_C,F,Não acho que é por causa dos túneis. ,,S,Portuguese (Brazilian) Level 5,,18
1775,1775,BP,9781508286752,Brazilian Portuguese 5,28,,,U28-06,06Q_D,N,I think that it’s because of the tunnels.,,S,Portuguese (Brazilian) Level 5,,18
1776,1776,BP,9781508286752,Brazilian Portuguese 5,28,,,U28-06,06R_D,F,Acho que é por causa dos túneis. ,,S,Portuguese (Brazilian) Level 5,,18
1777,1777,BP,9781508286752,Brazilian Portuguese 5,28,,,U28-07,07Q_A,N,The sun bothers me a lot.,,S,Portuguese (Brazilian) Level 5,,19
1778,1778,BP,9781508286752,Brazilian Portuguese 5,28,,,U28-07,07R_A,F,O sol me incomoda muito.,,S,Portuguese (Brazilian) Level 5,,19
1779,1779,BP,9781508286752,Brazilian Portuguese 5,28,,,U28-07,07Q_B,N,The sun doesn't bother me.,,S,Portuguese (Brazilian) Level 5,,19
1780,1780,BP,9781508286752,Brazilian Portuguese 5,28,,,U28-07,07R_B,M,O sol não me incomoda. ,,S,Portuguese (Brazilian) Level 5,,19
1781,1781,BP,9781508286752,Brazilian Portuguese 5,28,,,U28-07,07Q_C,N,The sun bothers me a little.,,S,Portuguese (Brazilian) Level 5,,19
1782,1782,BP,9781508286752,Brazilian Portuguese 5,28,,,U28-07,07R_C,M,O sol me incomoda um pouco.,,S,Portuguese (Brazilian) Level 5,,19
1783,1783,BP,9781508286752,Brazilian Portuguese 5,28,,,U28-07,07Q_D,N,The sun bothers me.,,S,Portuguese (Brazilian) Level 5,,19
1784,1784,BP,9781508286752,Brazilian Portuguese 5,28,,,U28-07,07R_D,M,O sol me incomoda.,,S,Portuguese (Brazilian) Level 5,,19
1785,1785,BP,9781508286752,Brazilian Portuguese 5,28,,,U28-08,08Q_A,N,The problem is not with the lights.,,S,Portuguese (Brazilian) Level 5,,7
1786,1786,BP,9781508286752,Brazilian Portuguese 5,28,,,U28-08,08R_A,M,O problema não é com as luzes. ,,S,Portuguese (Brazilian) Level 5,,7
1787,1787,BP,9781508286752,Brazilian Portuguese 5,28,,,U28-08,08Q_B,N,The problem is with the lights.,,S,Portuguese (Brazilian) Level 5,,7
1788,1788,BP,9781508286752,Brazilian Portuguese 5,28,,,U28-08,08R_B,M,O problema é com as luzes. ,,S,Portuguese (Brazilian) Level 5,,7
1789,1789,BP,9781508286752,Brazilian Portuguese 5,28,,,U28-08,08Q_C,N,The problem is not with the tunnels.,,S,Portuguese (Brazilian) Level 5,,18
1790,1790,BP,9781508286752,Brazilian Portuguese 5,28,,,U28-08,08R_C,F,O problema não é com os túneis. ,,S,Portuguese (Brazilian) Level 5,,18
1791,1791,BP,9781508286752,Brazilian Portuguese 5,28,,,U28-08,08Q_D,N,The problem is with the tunnels.,,S,Portuguese (Brazilian) Level 5,,18
1792,1792,BP,9781508286752,Brazilian Portuguese 5,28,,,U28-08,08R_D,F,O problema é com os túneis. ,,S,Portuguese (Brazilian) Level 5,,18
1793,1793,BP,9781508286752,Brazilian Portuguese 5,29,,,U29-01,01Q_A,N,Now you are very pensive (f.).,,S,Portuguese (Brazilian) Level 5,,7
1794,1794,BP,9781508286752,Brazilian Portuguese 5,29,,,U29-01,01R_A,F,Agora você está muito pensativa. ,,S,Portuguese (Brazilian) Level 5,,7
1795,1795,BP,9781508286752,Brazilian Portuguese 5,29,,,U29-01,01Q_B,N,Now you are very pensive (m.).,,S,Portuguese (Brazilian) Level 5,,7
1796,1796,BP,9781508286752,Brazilian Portuguese 5,29,,,U29-01,01R_B,M,Agora você está muito pensativo. ,,S,Portuguese (Brazilian) Level 5,,7
1797,1797,BP,9781508286752,Brazilian Portuguese 5,29,,,U29-01,01Q_C,N,You are very pensive (f.).,,S,Portuguese (Brazilian) Level 5,,7
1798,1798,BP,9781508286752,Brazilian Portuguese 5,29,,,U29-01,01R_C,F,Você está muito pensativa. ,,S,Portuguese (Brazilian) Level 5,,7
1799,1799,BP,9781508286752,Brazilian Portuguese 5,29,,,U29-01,01Q_D,N,You are very pensive (m.).,,S,Portuguese (Brazilian) Level 5,,7
1800,1800,BP,9781508286752,Brazilian Portuguese 5,29,,,U29-01,01R_D,M,Você está muito pensativo. ,,S,Portuguese (Brazilian) Level 5,,7
1801,1801,BP,9781508286752,Brazilian Portuguese 5,29,,,U29-02,02Q_A,N,I'm thinking about my life.,,S,Portuguese (Brazilian) Level 5,,7
1802,1802,BP,9781508286752,Brazilian Portuguese 5,29,,,U29-02,02R_A,M,Estou pensando em minha vida.,,S,Portuguese (Brazilian) Level 5,,7
1803,1803,BP,9781508286752,Brazilian Portuguese 5,29,,,U29-02,02Q_B,N,I'm thinking about my daughter.,,S,Portuguese (Brazilian) Level 5,,5
1804,1804,BP,9781508286752,Brazilian Portuguese 5,29,,,U29-02,02R_B,M,Estou pensando em minha filha.,,S,Portuguese (Brazilian) Level 5,,5
1805,1805,BP,9781508286752,Brazilian Portuguese 5,29,,,U29-02,02Q_C,N,I'm thinking about my wife.,,S,Portuguese (Brazilian) Level 5,,5
1806,1806,BP,9781508286752,Brazilian Portuguese 5,29,,,U29-02,02R_C,M,Estou pensando em minha mulher.,,S,Portuguese (Brazilian) Level 5,,5
1807,1807,BP,9781508286752,Brazilian Portuguese 5,29,,,U29-02,02Q_D,N,I'm thinking about my sister.,,S,Portuguese (Brazilian) Level 5,,5
1808,1808,BP,9781508286752,Brazilian Portuguese 5,29,,,U29-02,02R_D,F,Estou pensando em minha irmã.,,S,Portuguese (Brazilian) Level 5,,5
1809,1809,BP,9781508286752,Brazilian Portuguese 5,29,,,U29-03,03Q_A,N,I am sort of distracted (m.).,,S,Portuguese (Brazilian) Level 5,,7
1810,1810,BP,9781508286752,Brazilian Portuguese 5,29,,,U29-03,03R_A,M,Estou meio distraído.,,S,Portuguese (Brazilian) Level 5,,7
1811,1811,BP,9781508286752,Brazilian Portuguese 5,29,,,U29-03,03Q_B,N,I am sort of distracted (f.).,,S,Portuguese (Brazilian) Level 5,,7
1812,1812,BP,9781508286752,Brazilian Portuguese 5,29,,,U29-03,03R_B,F,Estou meio distraída.,,S,Portuguese (Brazilian) Level 5,,7
1813,1813,BP,9781508286752,Brazilian Portuguese 5,29,,,U29-03,03Q_C,N,I am distracted (m.).,,S,Portuguese (Brazilian) Level 5,,7
1814,1814,BP,9781508286752,Brazilian Portuguese 5,29,,,U29-03,03R_C,M,Estou distraído.,,S,Portuguese (Brazilian) Level 5,,7
1815,1815,BP,9781508286752,Brazilian Portuguese 5,29,,,U29-03,03Q_D,N,I am distracted (f.).,,S,Portuguese (Brazilian) Level 5,,7
1816,1816,BP,9781508286752,Brazilian Portuguese 5,29,,,U29-03,03R_D,F,Estou distraída.,,S,Portuguese (Brazilian) Level 5,,7
1817,1817,BP,9781508286752,Brazilian Portuguese 5,29,,,U29-04,04Q_A,N,The tunnel stayed closed a long time.,,S,Portuguese (Brazilian) Level 5,,18
1818,1818,BP,9781508286752,Brazilian Portuguese 5,29,,,U29-04,04R_A,M,O túnel ficou interditado muito tempo. ,,S,Portuguese (Brazilian) Level 5,,18
1819,1819,BP,9781508286752,Brazilian Portuguese 5,29,,,U29-04,04Q_B,N,The tunnel stayed closed two hours.,,S,Portuguese (Brazilian) Level 5,,"12,18"
1820,1820,BP,9781508286752,Brazilian Portuguese 5,29,,,U29-04,04R_B,M,O túnel ficou interditado duas horas. ,,S,Portuguese (Brazilian) Level 5,,"12,18"
1821,1821,BP,9781508286752,Brazilian Portuguese 5,29,,,U29-04,04Q_C,N,The tunnel stayed open a long time.,,S,Portuguese (Brazilian) Level 5,,18
1822,1822,BP,9781508286752,Brazilian Portuguese 5,29,,,U29-04,04R_C,M,O túnel ficou aberto muito tempo. ,,S,Portuguese (Brazilian) Level 5,,18
1823,1823,BP,9781508286752,Brazilian Portuguese 5,29,,,U29-04,04Q_D,N,The tunnel stayed open two hours.,,S,Portuguese (Brazilian) Level 5,,"12,18"
1824,1824,BP,9781508286752,Brazilian Portuguese 5,29,,,U29-04,04R_D,M,O túnel ficou aberto duas horas. ,,S,Portuguese (Brazilian) Level 5,,"12,18"
1825,1825,BP,9781508286752,Brazilian Portuguese 5,29,,,U29-05,05Q_A,N,You said that I am pensive (m.) today.,,S,Portuguese (Brazilian) Level 5,,"7,17"
1826,1826,BP,9781508286752,Brazilian Portuguese 5,29,,,U29-05,05R_A,M,Você disse que estou pensativo hoje.,,S,Portuguese (Brazilian) Level 5,,"7,17"
1827,1827,BP,9781508286752,Brazilian Portuguese 5,29,,,U29-05,05Q_B,N,You said that I am distracted (m.) today.,,S,Portuguese (Brazilian) Level 5,,"7,17"
1828,1828,BP,9781508286752,Brazilian Portuguese 5,29,,,U29-05,05R_B,M,Você disse que estou distraído hoje.,,S,Portuguese (Brazilian) Level 5,,"7,17"
1829,1829,BP,9781508286752,Brazilian Portuguese 5,29,,,U29-05,05Q_C,N,You said that I am not pensive (m.) today.,,S,Portuguese (Brazilian) Level 5,,"7,17"
1830,1830,BP,9781508286752,Brazilian Portuguese 5,29,,,U29-05,05R_C,M,Você disse que não estou pensativo hoje.,,S,Portuguese (Brazilian) Level 5,,"7,17"
1831,1831,BP,9781508286752,Brazilian Portuguese 5,29,,,U29-05,05Q_D,N,You said that I am not distracted (m.) today.,,S,Portuguese (Brazilian) Level 5,,"7,17"
1832,1832,BP,9781508286752,Brazilian Portuguese 5,29,,,U29-05,05R_D,M,Você disse que não estou distraído hoje.,,S,Portuguese (Brazilian) Level 5,,"7,17"
1833,1833,BP,9781508286752,Brazilian Portuguese 5,29,,,U29-06,06Q_A,N,I am pensive (f.) because I am sort of distracted (f.).,,S,Portuguese (Brazilian) Level 5,,7
1834,1834,BP,9781508286752,Brazilian Portuguese 5,29,,,U29-06,06R_A,F,Estou pensativa porque estou meio distraída.,,S,Portuguese (Brazilian) Level 5,,7
1835,1835,BP,9781508286752,Brazilian Portuguese 5,29,,,U29-06,06Q_B,N,I am sort of distracted (f.) because I am pensive (f.).,,S,Portuguese (Brazilian) Level 5,,7
1836,1836,BP,9781508286752,Brazilian Portuguese 5,29,,,U29-06,06R_B,F,Estou meio distraída porque estou pensativa.,,S,Portuguese (Brazilian) Level 5,,7
1837,1837,BP,9781508286752,Brazilian Portuguese 5,29,,,U29-06,06Q_C,N,I am pensive (f.) because I am very distracted (f.).,,S,Portuguese (Brazilian) Level 5,,7
1838,1838,BP,9781508286752,Brazilian Portuguese 5,29,,,U29-06,06R_C,F,Estou pensativa porque estou muito distraída.,,S,Portuguese (Brazilian) Level 5,,7
1839,1839,BP,9781508286752,Brazilian Portuguese 5,29,,,U29-06,06Q_D,N,I am very distracted (f.) because I am pensive (f.).,,S,Portuguese (Brazilian) Level 5,,7
1840,1840,BP,9781508286752,Brazilian Portuguese 5,29,,,U29-06,06R_D,F,Estou muito distraída porque estou pensativa.,,S,Portuguese (Brazilian) Level 5,,7
1841,1841,BP,9781508286752,Brazilian Portuguese 5,29,,,U29-07,07Q_A,N,I would have liked to have done a theater course.,,S,Portuguese (Brazilian) Level 5,,1
1842,1842,BP,9781508286752,Brazilian Portuguese 5,29,,,U29-07,07R_A,M,Eu gostaria de ter feito um curso de teatro.,,S,Portuguese (Brazilian) Level 5,,1
1843,1843,BP,9781508286752,Brazilian Portuguese 5,29,,,U29-07,07Q_B,N,I would like to receive a big raise.,,S,Portuguese (Brazilian) Level 5,,20
1844,1844,BP,9781508286752,Brazilian Portuguese 5,29,,,U29-07,07R_B,M,Eu gostaria de receber um aumento grande.,,S,Portuguese (Brazilian) Level 5,,20
1845,1845,BP,9781508286752,Brazilian Portuguese 5,29,,,U29-07,07Q_C,N,I would have liked to have visited more my grandfather.,,S,Portuguese (Brazilian) Level 5,,1
1846,1846,BP,9781508286752,Brazilian Portuguese 5,29,,,U29-07,07R_C,M,Eu gostaria de ter visitado mais meu avô.,,S,Portuguese (Brazilian) Level 5,,1
1847,1847,BP,9781508286752,Brazilian Portuguese 5,29,,,U29-07,07Q_D,N,I would like to have a large kitchen.,,S,Portuguese (Brazilian) Level 5,,7
1848,1848,BP,9781508286752,Brazilian Portuguese 5,29,,,U29-07,07R_D,F,Eu gostaria de ter uma cozinha grande.,,S,Portuguese (Brazilian) Level 5,,7
1849,1849,BP,9781508286752,Brazilian Portuguese 5,29,,,U29-08,08Q_A,N,I think that a theater course would have been good for me.,,S,Portuguese (Brazilian) Level 5,,1
1850,1850,BP,9781508286752,Brazilian Portuguese 5,29,,,U29-08,08R_A,F,Acho que um curso de teatro teria sido bom para mim.,,S,Portuguese (Brazilian) Level 5,,1
1851,1851,BP,9781508286752,Brazilian Portuguese 5,29,,,U29-08,08Q_B,N,I think that it would have been good for me.,,S,Portuguese (Brazilian) Level 5,,7
1852,1852,BP,9781508286752,Brazilian Portuguese 5,29,,,U29-08,08R_B,F,Acho que teria sido bom para mim.,,S,Portuguese (Brazilian) Level 5,,7
1853,1853,BP,9781508286752,Brazilian Portuguese 5,29,,,U29-08,08Q_C,N,I don't think that a theater course would have been good for me.,,S,Portuguese (Brazilian) Level 5,,1
1854,1854,BP,9781508286752,Brazilian Portuguese 5,29,,,U29-08,08R_C,F,Não acho que um curso de teatro teria sido bom para mim.,,S,Portuguese (Brazilian) Level 5,,1
1855,1855,BP,9781508286752,Brazilian Portuguese 5,29,,,U29-08,08Q_D,N,I don't think that it would have been good for me.,,S,Portuguese (Brazilian) Level 5,,7
1856,1856,BP,9781508286752,Brazilian Portuguese 5,29,,,U29-08,08R_D,F,Não acho que teria sido bom para mim.,,S,Portuguese (Brazilian) Level 5,,7
1857,1857,BP,9781508286752,Brazilian Portuguese 5,30,,,U30-01,01Q_A,N,Would you have liked to have been born in the countryside?,,Q,Portuguese (Brazilian) Level 5,,18
1858,1858,BP,9781508286752,Brazilian Portuguese 5,30,,,U30-01,01R_A,M,Você gostaria de ter nascido no campo? ,,Q,Portuguese (Brazilian) Level 5,,18
1859,1859,BP,9781508286752,Brazilian Portuguese 5,30,,,U30-01,01Q_B,N,Would you have liked to have been raised in the countryside?,,Q,Portuguese (Brazilian) Level 5,,18
1860,1860,BP,9781508286752,Brazilian Portuguese 5,30,,,U30-01,01R_B,M,Você gostaria de ter crescido no campo? ,,Q,Portuguese (Brazilian) Level 5,,18
1861,1861,BP,9781508286752,Brazilian Portuguese 5,30,,,U30-01,01Q_C,N,Would you have liked to have been born in a big city?,,Q,Portuguese (Brazilian) Level 5,,18
1862,1862,BP,9781508286752,Brazilian Portuguese 5,30,,,U30-01,01R_C,M,Você gostaria de ter nascido num cidade grande? ,,Q,Portuguese (Brazilian) Level 5,,18
1863,1863,BP,9781508286752,Brazilian Portuguese 5,30,,,U30-01,01Q_D,N,Would you have liked to have been raised in a big city?,,Q,Portuguese (Brazilian) Level 5,,"7,18"
1864,1864,BP,9781508286752,Brazilian Portuguese 5,30,,,U30-01,01R_D,M,Você gostaria de ter crescido numa cidade grande? ,,Q,Portuguese (Brazilian) Level 5,,"7,18"
1865,1865,BP,9781508286752,Brazilian Portuguese 5,30,,,U30-02,02Q_A,N,You still can live in the countryside.,,S,Portuguese (Brazilian) Level 5,,18
1866,1866,BP,9781508286752,Brazilian Portuguese 5,30,,,U30-02,02R_A,M,Você ainda pode viver no campo. ,,S,Portuguese (Brazilian) Level 5,,18
1867,1867,BP,9781508286752,Brazilian Portuguese 5,30,,,U30-02,02Q_B,N,You still can live in the city.,,S,Portuguese (Brazilian) Level 5,,18
1868,1868,BP,9781508286752,Brazilian Portuguese 5,30,,,U30-02,02R_B,F,Você ainda pode viver na cidade. ,,S,Portuguese (Brazilian) Level 5,,18
1869,1869,BP,9781508286752,Brazilian Portuguese 5,30,,,U30-02,02Q_C,N,You can live in the countryside.,,S,Portuguese (Brazilian) Level 5,,18
1870,1870,BP,9781508286752,Brazilian Portuguese 5,30,,,U30-02,02R_C,F,Você pode viver no campo. ,,S,Portuguese (Brazilian) Level 5,,18
1871,1871,BP,9781508286752,Brazilian Portuguese 5,30,,,U30-02,02Q_D,N,You can live in the city.,,S,Portuguese (Brazilian) Level 5,,18
1872,1872,BP,9781508286752,Brazilian Portuguese 5,30,,,U30-02,02R_D,F,Você pode viver na cidade. ,,S,Portuguese (Brazilian) Level 5,,18
1873,1873,BP,9781508286752,Brazilian Portuguese 5,30,,,U30-03,03Q_A,N,I prefer the life in the countryside.,,S,Portuguese (Brazilian) Level 5,,18
1874,1874,BP,9781508286752,Brazilian Portuguese 5,30,,,U30-03,03R_A,F,Prefiro a vida no campo.,,S,Portuguese (Brazilian) Level 5,,18
1875,1875,BP,9781508286752,Brazilian Portuguese 5,30,,,U30-03,03Q_B,N,I prefer the life in a big city.,,S,Portuguese (Brazilian) Level 5,,18
1876,1876,BP,9781508286752,Brazilian Portuguese 5,30,,,U30-03,03R_B,F,Prefiro a vida numa cidade grande.,,S,Portuguese (Brazilian) Level 5,,18
1877,1877,BP,9781508286752,Brazilian Portuguese 5,30,,,U30-03,03Q_C,N,I prefer to live in the countryside.,,S,Portuguese (Brazilian) Level 5,,18
1878,1878,BP,9781508286752,Brazilian Portuguese 5,30,,,U30-03,03R_C,M,Prefiro viver no campo.,,S,Portuguese (Brazilian) Level 5,,18
1879,1879,BP,9781508286752,Brazilian Portuguese 5,30,,,U30-03,03Q_D,N,I prefer to live in a big city.,,S,Portuguese (Brazilian) Level 5,,18
1880,1880,BP,9781508286752,Brazilian Portuguese 5,30,,,U30-03,03R_D,M,Prefiro viver numa cidade grande.,,S,Portuguese (Brazilian) Level 5,,18
1881,1881,BP,9781508286752,Brazilian Portuguese 5,30,,,U30-04,04Q_A,N,The life in the countryside is very simple.,,S,Portuguese (Brazilian) Level 5,,18
1882,1882,BP,9781508286752,Brazilian Portuguese 5,30,,,U30-04,04R_A,M,A vida no campo é muito simples.,,S,Portuguese (Brazilian) Level 5,,18
1883,1883,BP,9781508286752,Brazilian Portuguese 5,30,,,U30-04,04Q_B,N,The life in the countryside is not simple.,,S,Portuguese (Brazilian) Level 5,,18
1884,1884,BP,9781508286752,Brazilian Portuguese 5,30,,,U30-04,04R_B,M,A vida no campo não é simples.,,S,Portuguese (Brazilian) Level 5,,18
1885,1885,BP,9781508286752,Brazilian Portuguese 5,30,,,U30-04,04Q_C,N,The life in a big city is very simple.,,S,Portuguese (Brazilian) Level 5,,18
1886,1886,BP,9781508286752,Brazilian Portuguese 5,30,,,U30-04,04R_C,M,A vida numa cidade grande é muito simples.,,S,Portuguese (Brazilian) Level 5,,18
1887,1887,BP,9781508286752,Brazilian Portuguese 5,30,,,U30-04,04Q_D,N,The life in a big city is not simple.,,S,Portuguese (Brazilian) Level 5,,18
1888,1888,BP,9781508286752,Brazilian Portuguese 5,30,,,U30-04,04R_D,F,A vida numa cidade grande não é simples.,,S,Portuguese (Brazilian) Level 5,,18
1889,1889,BP,9781508286752,Brazilian Portuguese 5,30,,,U30-05,05Q_A,N,I never wanted to have a simple life.,,S,Portuguese (Brazilian) Level 5,,7
1890,1890,BP,9781508286752,Brazilian Portuguese 5,30,,,U30-05,05R_A,F,Eu nunca quis ter uma vida simples. ,,S,Portuguese (Brazilian) Level 5,,7
1891,1891,BP,9781508286752,Brazilian Portuguese 5,30,,,U30-05,05Q_B,N,I always wanted to have a simple life.,,S,Portuguese (Brazilian) Level 5,,7
1892,1892,BP,9781508286752,Brazilian Portuguese 5,30,,,U30-05,05R_B,F,Eu sempre quis ter uma vida simples. ,,S,Portuguese (Brazilian) Level 5,,7
1893,1893,BP,9781508286752,Brazilian Portuguese 5,30,,,U30-05,05Q_C,N,I wanted to have a simple life.,,S,Portuguese (Brazilian) Level 5,,7
1894,1894,BP,9781508286752,Brazilian Portuguese 5,30,,,U30-05,05R_C,F,Eu quis ter uma vida simples. ,,S,Portuguese (Brazilian) Level 5,,7
1895,1895,BP,9781508286752,Brazilian Portuguese 5,30,,,U30-05,05Q_D,N,I want to have a simple life.,,S,Portuguese (Brazilian) Level 5,,7
1896,1896,BP,9781508286752,Brazilian Portuguese 5,30,,,U30-05,05R_D,F,Eu quero ter uma vida simples. ,,S,Portuguese (Brazilian) Level 5,,7
1897,1897,BP,9781508286752,Brazilian Portuguese 5,30,,,U30-06,06Q_A,N,You don't think about the past.,,S,Portuguese (Brazilian) Level 5,,"7,17"
1898,1898,BP,9781508286752,Brazilian Portuguese 5,30,,,U30-06,06R_A,M,Você não pensa no passado.,,S,Portuguese (Brazilian) Level 5,,"7,17"
1899,1899,BP,9781508286752,Brazilian Portuguese 5,30,,,U30-06,06Q_B,N,You think about the past.,,S,Portuguese (Brazilian) Level 5,,"7,17"
1900,1900,BP,9781508286752,Brazilian Portuguese 5,30,,,U30-06,06R_B,M,Você pensa no passado.,,S,Portuguese (Brazilian) Level 5,,"7,17"
1901,1901,BP,9781508286752,Brazilian Portuguese 5,30,,,U30-06,06Q_C,N,You don't think about the future.,,S,Portuguese (Brazilian) Level 5,,"7,17"
1902,1902,BP,9781508286752,Brazilian Portuguese 5,30,,,U30-06,06R_C,M,Você não pensa no futuro.,,S,Portuguese (Brazilian) Level 5,,"7,17"
1903,1903,BP,9781508286752,Brazilian Portuguese 5,30,,,U30-06,06Q_D,N,You think about the future.,,S,Portuguese (Brazilian) Level 5,,"7,17"
1904,1904,BP,9781508286752,Brazilian Portuguese 5,30,,,U30-06,06R_D,M,Você pensa no futuro.,,S,Portuguese (Brazilian) Level 5,,"7,17"
1905,1905,BP,9781508286752,Brazilian Portuguese 5,30,,,U30-07,07Q_A,N,It is difficult to earn a living in the countryside.,,S,Portuguese (Brazilian) Level 5,,"18,20"
1906,1906,BP,9781508286752,Brazilian Portuguese 5,30,,,U30-07,07R_A,M,É difícil ganhar a vida no campo. ,,S,Portuguese (Brazilian) Level 5,,"18,20"
1907,1907,BP,9781508286752,Brazilian Portuguese 5,30,,,U30-07,07Q_B,N,It is easier to earn a living in the city.,,S,Portuguese (Brazilian) Level 5,,20
