Control #,Rec #,Lang,Source Audio ISBN-13,Course,Unit Num,start,stop,Cluster,Qz #,Spkr,Cue,Transliteration,#of words,Q or S,Course Name (Source),Snippet Name,Skills
1766,1766,RU,9781508236009,Russian 4,28,,,U28-05,05R_C,F,Где мой поезд?,Gde moj poezd?,,Q,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1766.mp3,"7,9,18"
1767,1767,RU,9781508236009,Russian 4,28,,,U28-05,05Q_D,N,Where's my exit?,,,Q,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1767.mp3,"9,18"
1768,1768,RU,9781508236009,Russian 4,28,,,U28-05,05R_D,M,Где мой выход?,Gde moj vyhod?,,Q,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1768.mp3,"9,18"
1769,1769,RU,9781508236009,Russian 4,28,,,U28-06,06Q_A,N,"At the train station, many pickpockets.",,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1769.mp3,"9,18"
1770,1770,RU,9781508236009,Russian 4,28,,,U28-06,06R_A,M,На вокзале много карманников.,Na vokzale mnogo karmannikov.,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1770.mp3,"9,18"
1771,1771,RU,9781508236009,Russian 4,28,,,U28-06,06Q_B,N,"At the train station, it's possible to buy tickets.",,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1771.mp3,"9,14,18"
1772,1772,RU,9781508236009,Russian 4,28,,,U28-06,06R_B,F,На вокзале можно купить билеты.,Na vokzale mozhno kupit' bilety.,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1772.mp3,"9,14,18"
1773,1773,RU,9781508236009,Russian 4,28,,,U28-06,06Q_C,N,Let's meet up at the train station.,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1773.mp3,"7,18"
1774,1774,RU,9781508236009,Russian 4,28,,,U28-06,06R_C,F,Давайте встретимсия на вокзале.,Davajte vstretimsia na vokzale.,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1774.mp3,"7,18"
1775,1775,RU,9781508236009,Russian 4,28,,,U28-06,06Q_D,N,There'll be a renovation at the train station.,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1775.mp3,"9,18"
1776,1776,RU,9781508236009,Russian 4,28,,,U28-06,06R_D,M,Будет ремонт на вокзале.,Budet remont na vokzale.,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1776.mp3,"9,18"
1777,1777,RU,9781508236009,Russian 4,28,,,U28-07,07Q_A,N,Join in!,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1777.mp3,"7,9,16"
1778,1778,RU,9781508236009,Russian 4,28,,,U28-07,07R_A,M,Присоединяйтесь!,Prisoediniajtes’!,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1778.mp3,"7,9,16"
1779,1779,RU,9781508236009,Russian 4,28,,,U28-07,07Q_B,N,Wait!,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1779.mp3,"7,9,16"
1780,1780,RU,9781508236009,Russian 4,28,,,U28-07,07R_B,M,Подождите!,Podozhdite!,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1780.mp3,"7,9,16"
1781,1781,RU,9781508236009,Russian 4,28,,,U28-07,07Q_C,N,Get better!,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1781.mp3,"7,8,16"
1782,1782,RU,9781508236009,Russian 4,28,,,U28-07,07R_C,F,Выздравливайте!,Vyzdoravlivajte!,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1782.mp3,"7,8,16"
1783,1783,RU,9781508236009,Russian 4,28,,,U28-07,07Q_D,N,Gladly!,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1783.mp3,"7,16"
1784,1784,RU,9781508236009,Russian 4,28,,,U28-07,07R_D,F,С радостью!,S radost'iu!,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1784.mp3,"7,16"
1785,1785,RU,9781508236009,Russian 4,28,,,U28-08,08Q_A,N,Let me introduce.,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1785.mp3,"7,10,16"
1786,1786,RU,9781508236009,Russian 4,28,,,U28-08,08R_A,F,Познакомьтесь.,Poznakom’tes'.,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1786.mp3,"7,10,16"
1787,1787,RU,9781508236009,Russian 4,28,,,U28-08,08Q_B,N,Let's get acquainted.,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1787.mp3,"7,10,16"
1788,1788,RU,9781508236009,Russian 4,28,,,U28-08,08R_B,M,Давайте познакомимся.,Davajte poznakomimsia.,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1788.mp3,"7,10,16"
1789,1789,RU,9781508236009,Russian 4,28,,,U28-08,08Q_C,N,Let's talk.,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1789.mp3,"7,10,16"
1790,1790,RU,9781508236009,Russian 4,28,,,U28-08,08R_C,M,Давайте поговорим.,Davajte pogovorim.,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1790.mp3,"7,10,16"
1791,1791,RU,9781508236009,Russian 4,28,,,U28-08,08Q_D,N,Let's go there.,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1791.mp3,"1,7,18"
1792,1792,RU,9781508236009,Russian 4,28,,,U28-08,08R_D,F,Давайте туда пойдём.,Davajte tuda pojdom.,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1792.mp3,"1,7,18"
1793,1793,RU,9781508236009,Russian 4,29,,,U29-01,01Q_A,N,I need to look at the schedule.,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1793.mp3,"7,9"
1794,1794,RU,9781508236009,Russian 4,29,,,U29-01,01R_A,F,Мне надо посмотреть расписание.,Mne nado posmotret’ raspisanie.,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1794.mp3,"7,9"
1795,1795,RU,9781508236009,Russian 4,29,,,U29-01,01Q_B,N,I need to fill out an application.,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1795.mp3,"7,9"
1796,1796,RU,9781508236009,Russian 4,29,,,U29-01,01R_B,M,Мне надо заполнить анкету.,Mne nado zapolnit’ anketu.,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1796.mp3,"7,9"
1797,1797,RU,9781508236009,Russian 4,29,,,U29-01,01Q_C,N,I was forced to work a lot.,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1797.mp3,"9,20"
1798,1798,RU,9781508236009,Russian 4,29,,,U29-01,01R_C,M,Мне пришлось много работать.,Mne prishlos' mnogo rabotat'.,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1798.mp3,"9,20"
1799,1799,RU,9781508236009,Russian 4,29,,,U29-01,01Q_D,N,I was forced to take a credit.,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1799.mp3,"9,11"
1800,1800,RU,9781508236009,Russian 4,29,,,U29-01,01R_D,M,Мне пришлось взять кредит.,Mne prishlos' vziat’ kredit.,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1800.mp3,"9,11"
1801,1801,RU,9781508236009,Russian 4,29,,,U29-02,02Q_A,N,"I beg your pardon, I made a mistake. (f)",,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1801.mp3,"7,13"
1802,1802,RU,9781508236009,Russian 4,29,,,U29-02,02R_A,F,"Прошу прошения, я ошиблась.","Proshu proshenia, ia oshiblas’.",,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1802.mp3,"7,13"
1803,1803,RU,9781508236009,Russian 4,29,,,U29-02,02Q_B,N,"I beg your pardon, I got late. (f)",,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1803.mp3,"7,13,17"
1804,1804,RU,9781508236009,Russian 4,29,,,U29-02,02R_B,F,"Прошу прошения, я опоздала.","Proshu proshenia, ia opozdala.",,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1804.mp3,"7,13,17"
1805,1805,RU,9781508236009,Russian 4,29,,,U29-02,02Q_C,N,"I beg your pardon, I'm in a hurry.",,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1805.mp3,"7,13"
1806,1806,RU,9781508236009,Russian 4,29,,,U29-02,02R_C,M,"Прошу прошения, я спешу.","Proshu proshenia, ia spechu.",,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1806.mp3,"7,13"
1807,1807,RU,9781508236009,Russian 4,29,,,U29-02,02Q_D,N,"I beg your pardon, I'm tired. (f)",,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1807.mp3,"7,8,13"
1808,1808,RU,9781508236009,Russian 4,29,,,U29-02,02R_D,F,"Прошу прошения, я устала.","Proshu proshenia, ia ustala.",,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1808.mp3,"7,8,13"
1809,1809,RU,9781508236009,Russian 4,29,,,U29-03,03Q_A,N,The bride's a very nice young lady.,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1809.mp3,9
1810,1810,RU,9781508236009,Russian 4,29,,,U29-03,03R_A,F,Невеста очень хорошая девушка.,Nevesta ochen’ horoshaia devushka.,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1810.mp3,9
1811,1811,RU,9781508236009,Russian 4,29,,,U29-03,03Q_B,N,The bride was very beautiful.,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1811.mp3,9
1812,1812,RU,9781508236009,Russian 4,29,,,U29-03,03R_B,F,Невеста была очень красивая.,Nevesta byla ochen’ krasivaia.,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1812.mp3,9
1813,1813,RU,9781508236009,Russian 4,29,,,U29-03,03Q_C,N,The bride's supposed to get dressed in white.,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1813.mp3,9
1814,1814,RU,9781508236009,Russian 4,29,,,U29-03,03R_C,M,Невеста должна одеться в белое.,Nevesta dolzhna odet’sia v beloe.,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1814.mp3,9
1815,1815,RU,9781508236009,Russian 4,29,,,U29-03,03Q_D,N,The bride's supposed to dress up.,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1815.mp3,9
1816,1816,RU,9781508236009,Russian 4,29,,,U29-03,03R_D,M,Невеста должна нарядно одеться.,Nevesta dolzhna nariadno odet'sia.,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1816.mp3,9
1817,1817,RU,9781508236009,Russian 4,29,,,U29-04,04Q_A,N,Final boarding!,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1817.mp3,"7,16"
1818,1818,RU,9781508236009,Russian 4,29,,,U29-04,04R_A,F,Посадка заканчивается!,Posadka zakanchivaetsia!,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1818.mp3,"7,16"
1819,1819,RU,9781508236009,Russian 4,29,,,U29-04,04Q_B,N,Be careful!,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1819.mp3,"7,16"
1820,1820,RU,9781508236009,Russian 4,29,,,U29-04,04R_B,F,Будьте осторожны!,Bud’te ostorozhny!,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1820.mp3,"7,16"
1821,1821,RU,9781508236009,Russian 4,29,,,U29-04,04Q_C,N,Nothing to worry about!,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1821.mp3,"7,16"
1822,1822,RU,9781508236009,Russian 4,29,,,U29-04,04R_C,F,Ничего страшного!,Nichevo strashnovo!,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1822.mp3,"7,16"
1823,1823,RU,9781508236009,Russian 4,29,,,U29-04,04Q_D,N,Thank God!,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1823.mp3,"7,16"
1824,1824,RU,9781508236009,Russian 4,29,,,U29-04,04R_D,M,Слава Богу!,Slava Bogu!,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1824.mp3,"7,16"
1825,1825,RU,9781508236009,Russian 4,29,,,U29-05,05Q_A,N,I lost my own ticket. (m),,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1825.mp3,"9,16"
1826,1826,RU,9781508236009,Russian 4,29,,,U29-05,05R_A,M,Я потерял свой билет.,Ia poterial svoj bilet.,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1826.mp3,"9,16"
1827,1827,RU,9781508236009,Russian 4,29,,,U29-05,05Q_B,N,I lost the schedule. (m),,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1827.mp3,"9,16"
1828,1828,RU,9781508236009,Russian 4,29,,,U29-05,05R_B,M,Я потерял расписание.,Ia poterial raspisanie.,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1828.mp3,"9,16"
1829,1829,RU,9781508236009,Russian 4,29,,,U29-05,05Q_C,N,I found the schedule. (m),,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1829.mp3,9
1830,1830,RU,9781508236009,Russian 4,29,,,U29-05,05R_C,M,Я нашёл расписание.,Я nashiol raspisanie.,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1830.mp3,9
1831,1831,RU,9781508236009,Russian 4,29,,,U29-05,05Q_D,N,I lost my own wallet. (m),,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1831.mp3,"7,16"
1832,1832,RU,9781508236009,Russian 4,29,,,U29-05,05R_D,M,Я потерял свой кошелёк.,Ia poterial svoj kosheliok.,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1832.mp3,"7,16"
1833,1833,RU,9781508236009,Russian 4,29,,,U29-06,06Q_A,N,At what time is the train departing?,,,Q,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1833.mp3,"9,17,18"
1834,1834,RU,9781508236009,Russian 4,29,,,U29-06,06R_A,F,Во сколько отправляется поезд?,Vo skol’ko otpravliaetsia poezd?,,Q,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1834.mp3,"9,17,18"
1835,1835,RU,9781508236009,Russian 4,29,,,U29-06,06Q_B,N,At what time does the parade start?,,,Q,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1835.mp3,"1,9,17"
1836,1836,RU,9781508236009,Russian 4,29,,,U29-06,06R_B,F,Во сколько начнается парад?,Vo skol’ko nachinaetsia parad?,,Q,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1836.mp3,"1,9,17"
1837,1837,RU,9781508236009,Russian 4,29,,,U29-06,06Q_C,N,At what time is your (female / girl) friend coming? [informal],,,Q,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1837.mp3,"5,9,17"
1838,1838,RU,9781508236009,Russian 4,29,,,U29-06,06R_C,F,Во сколько приезжает твоя подруга?,Vo skol’ko priezzhaet tvoia podruga?,,Q,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1838.mp3,"5,9,17"
1839,1839,RU,9781508236009,Russian 4,29,,,U29-06,06Q_D,N,At what time is your daughter leaving? [informal],,,Q,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1839.mp3,"5,9,17,18"
1840,1840,RU,9781508236009,Russian 4,29,,,U29-06,06R_D,M,Во сколько уезжает твоя дочь?,Vo skol'ko uezzhaet tvoia doch?,,Q,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1840.mp3,"5,9,17,18"
1841,1841,RU,9781508236009,Russian 4,29,,,U29-07,07Q_A,N,My train is departing in ten minutes.,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1841.mp3,"9,12,17,18"
1842,1842,RU,9781508236009,Russian 4,29,,,U29-07,07R_A,M,Мой поезд отправляется через десять минут.,Moj poezd otpravliaetsia cherez desiat’ minut.,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1842.mp3,"9,12,17,18"
1843,1843,RU,9781508236009,Russian 4,29,,,U29-07,07Q_B,N,I have a meeting scheduled for tomorrow.,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1843.mp3,"9,17,20"
1844,1844,RU,9781508236009,Russian 4,29,,,U29-07,07R_B,M,У меня встреча назначена на завтра.,U menia vstrecha naznachena na zavtra.,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1844.mp3,"9,17,20"
1845,1845,RU,9781508236009,Russian 4,29,,,U29-07,07Q_C,N,My train is soon departing.,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1845.mp3,"9,17,18"
1846,1846,RU,9781508236009,Russian 4,29,,,U29-07,07R_C,F,Мой поезд скоро отправляется.,Moj poezd skoro otpravliaetsia.,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1846.mp3,"9,17,18"
1847,1847,RU,9781508236009,Russian 4,29,,,U29-07,07Q_D,N,I have a meeting with my friends in an hour.,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1847.mp3,"1,5,9,17"
1848,1848,RU,9781508236009,Russian 4,29,,,U29-07,07R_D,F,У меня встреча с друзрьями через час.,U menia vstrecha s druz’iami cherez chas.,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1848.mp3,"1,5,9,17"
1849,1849,RU,9781508236009,Russian 4,29,,,U29-08,08Q_A,N,Hurry up!,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1849.mp3,"7,16"
1850,1850,RU,9781508236009,Russian 4,29,,,U29-08,08R_A,F,Поторопитесь!,Potoropites’!,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1850.mp3,"7,16"
1851,1851,RU,9781508236009,Russian 4,29,,,U29-08,08Q_B,N,Delicious!,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1851.mp3,"6,7,16"
1852,1852,RU,9781508236009,Russian 4,29,,,U29-08,08R_B,M,Вкусно!,Vkusno!,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1852.mp3,"6,7,16"
1853,1853,RU,9781508236009,Russian 4,29,,,U29-08,08Q_C,N,That's convenient!,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1853.mp3,"7,9,16"
1854,1854,RU,9781508236009,Russian 4,29,,,U29-08,08R_C,M,Удобно!,Udobno!,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1854.mp3,"7,9,16"
1855,1855,RU,9781508236009,Russian 4,29,,,U29-08,08Q_D,N,Congratulations!,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1855.mp3,"7,13,16"
1856,1856,RU,9781508236009,Russian 4,29,,,U29-08,08R_D,F,Поздравляю!,Pozdravliaiu!,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1856.mp3,"7,13,16"
1857,1857,RU,9781508236009,Russian 4,30,,,U30-01,01Q_A,N,On which floor you’d like your hotel room?,,,Q,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1857.mp3,"9,16,18"
1858,1858,RU,9781508236009,Russian 4,30,,,U30-01,01R_A,F,На каком этаже Вы хотели бы Ваш номер?,Na kakom ètazhe Vy hoteli by Vash nomer?,,Q,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1858.mp3,"9,16,18"
1859,1859,RU,9781508236009,Russian 4,30,,,U30-01,01Q_B,N,On which floor is your apartment?,,,Q,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1859.mp3,"4,7,9"
1860,1860,RU,9781508236009,Russian 4,30,,,U30-01,01R_B,M,На каком этаже Ваша квартира?,Na kakom ètazhe Vasha kvartira?,,Q,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1860.mp3,"4,7,9"
1861,1861,RU,9781508236009,Russian 4,30,,,U30-01,01Q_C,N,On which floor is your office located?,,,Q,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1861.mp3,"4,9"
1862,1862,RU,9781508236009,Russian 4,30,,,U30-01,01R_C,M,На каком этаже находится Ваш офис?,Na kakom ètazhe nahoditsia Vash ofis?,,Q,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1862.mp3,"4,9"
1863,1863,RU,9781508236009,Russian 4,30,,,U30-01,01Q_D,N,On which floor did you live?,,,Q,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1863.mp3,"4,7,9"
1864,1864,RU,9781508236009,Russian 4,30,,,U30-01,01R_D,M,На каком этаже Вы жили?,Na kakom ètazhe Vy zhili?,,Q,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1864.mp3,"4,7,9"
1865,1865,RU,9781508236009,Russian 4,30,,,U30-02,02Q_A,N,Finally a good weather!,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1865.mp3,"7,19"
1866,1866,RU,9781508236009,Russian 4,30,,,U30-02,02R_A,F,Наконец-то хорошая погода!,Nakonets-to horoshaia pogoda!,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1866.mp3,"7,19"
1867,1867,RU,9781508236009,Russian 4,30,,,U30-02,02Q_B,N,Finally our turn!,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1867.mp3,"7,9"
1868,1868,RU,9781508236009,Russian 4,30,,,U30-02,02R_B,F,Наконец-то наша очередь!,Nakonets-to nasha ochered'!,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1868.mp3,"7,9"
1869,1869,RU,9781508236009,Russian 4,30,,,U30-02,02Q_C,N,Finally summer sale!,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1869.mp3,"7,14"
1870,1870,RU,9781508236009,Russian 4,30,,,U30-02,02R_C,F,Наконец-то летняя распродажа!,Nakonets-to letniaia rasprodazha!,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1870.mp3,"7,14"
1871,1871,RU,9781508236009,Russian 4,30,,,U30-02,02Q_D,N,Finally weekend!,,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1871.mp3,"7,9,17"
1872,1872,RU,9781508236009,Russian 4,30,,,U30-02,02R_D,M,Наконец-то выходные!,Nakonets-to vyhodnye!,,S,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1872.mp3,"7,9,17"
1873,1873,RU,9781508236009,Russian 4,30,,,U30-03,03Q_A,N,Wouldn’t you be able to advise where it’s possible to have a bite to eat?,,,Q,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1873.mp3,"1,4,6,9"
1874,1874,RU,9781508236009,Russian 4,30,,,U30-03,03R_A,M,"Не могли бы Вы посоветовать, где можно перекусить?","Ne mogli by Vy posovetovat’, gde mozhno perekusit’?",,Q,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1874.mp3,"1,4,6,9"
1875,1875,RU,9781508236009,Russian 4,30,,,U30-03,03Q_B,N,Wouldn’t you be able to advise where to go for vacation?,,,Q,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1875.mp3,"1,4,7,9,18"
1876,1876,RU,9781508236009,Russian 4,30,,,U30-03,03R_B,F,"Не могли бы Вы посоветовать, куда съездить в отпуск?","Ne mogli by Vy posovetovat’, kuda sjezdit’ v otpusk?",,Q,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1876.mp3,"1,4,7,9,18"
1877,1877,RU,9781508236009,Russian 4,30,,,U30-03,03Q_C,N,Wouldn’t you be able to advise what to try?,,,Q,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1877.mp3,"1,7,9"
1878,1878,RU,9781508236009,Russian 4,30,,,U30-03,03R_C,F,Не могли бы Вы посоветовать что попробовать?,Ne mogli by Vy posovetovat’ chto poprobovat’?,,Q,Russian Level 4 MP3,9781508236030_Russian_Level_4_QM_1878.mp3,"1,7,9"
