Control #,Rec #,Lang,Source Audio ISBN-13,Course,Unit Num,start,stop,Cluster,Quiz #,Spkr,Cue,Transliteration,#of words,Q or S,Course Name (Source),Snippet Name,Skills
1528,1528,RU,9.78151E+12,Russian 5,24,,,U24-05,05R_D,M,__ __ ______ _________ ______.,My ne uspeli navestitÕ druzej.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1528.mp3,5
1529,1529,RU,9.78151E+12,Russian 5,24,,,U24-06,06Q_A,N,You got to evacuate so quickly.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1529.mp3,16
1530,1530,RU,9.78151E+12,Russian 5,24,,,U24-06,06R_A,M,___ _______ ___ ______ ______________.,Vam udalosÕ tak bystro vakuirovatÕsia.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1530.mp3,16
1531,1531,RU,9.78151E+12,Russian 5,24,,,U24-06,06Q_B,N,ItÕs necessary to urgently evacuate.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1531.mp3,16
1532,1532,RU,9.78151E+12,Russian 5,24,,,U24-06,06R_B,M,____ ______ ______________.,Nado srochno vakuirovatÕsia.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1532.mp3,16
1533,1533,RU,9.78151E+12,Russian 5,24,,,U24-06,06Q_C,N,You were forced to urgently evacuate.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1533.mp3,16
1534,1534,RU,9.78151E+12,Russian 5,24,,,U24-06,06R_C,M,___ ________ ______ ______________.,Vam prishlosÕ srochno vakuirovatÕsia.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1534.mp3,16
1535,1535,RU,9.78151E+12,Russian 5,24,,,U24-06,06Q_D,N,ItÕs necessary to urgently reserve a hotel room.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1535.mp3,18
1536,1536,RU,9.78151E+12,Russian 5,24,,,U24-06,06R_D,F,____ ______ ________ _____.,Nado srochno zakazatÕ nomer.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1536.mp3,18
1537,1537,RU,9.78151E+12,Russian 5,24,,,U24-07,07Q_A,N,I was unlucky that a breakdown took place.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1537.mp3,18
1538,1538,RU,9.78151E+12,Russian 5,24,,,U24-07,07R_A,F,"___ __ _______, ___ _________ _______.","Mne ne povezlo, chto proizoshla polomka.",,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1538.mp3,18
1539,1539,RU,9.78151E+12,Russian 5,24,,,U24-07,07Q_B,N,I was unlucky that an accident took place.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1539.mp3,18
1540,1540,RU,9.78151E+12,Russian 5,24,,,U24-07,07R_B,F,"___ __ _______, ___ _________ ______.","Mne ne povezlo, chto proizoshla avariia.",,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1540.mp3,18
1541,1541,RU,9.78151E+12,Russian 5,24,,,U24-07,07Q_C,N,I was unlucky that I was forced to evacuate.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1541.mp3,16
1542,1542,RU,9.78151E+12,Russian 5,24,,,U24-07,07R_C,F,"___ __ _______, ___ ________ ______________.","Mne ne povezlo, chto prishlosÕ vakuirovatÕsia.",,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1542.mp3,16
1543,1543,RU,9.78151E+12,Russian 5,24,,,U24-07,07Q_D,N,I was unlucky that I didnÕt get to have a bite to eat.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1543.mp3,6
1544,1544,RU,9.78151E+12,Russian 5,24,,,U24-07,07R_D,F,"___ __ _______, ___ __ _______ __________.","Mne ne povezlo, chto ne udolosÕ perekusitÕ.",,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1544.mp3,6
1545,1545,RU,9.78151E+12,Russian 5,24,,,U24-08,08Q_A,N,We found ourselves on the street.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1545.mp3,4
1546,1546,RU,9.78151E+12,Russian 5,24,,,U24-08,08R_A,M,__ _________ __ _____.,My okazalisÕ na ulitse.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1546.mp3,4
1547,1547,RU,9.78151E+12,Russian 5,24,,,U24-08,08Q_B,N,We found ourselves on the fifth floor.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1547.mp3,4
1548,1548,RU,9.78151E+12,Russian 5,24,,,U24-08,08R_B,M,__ _________ __ _____ _____.,My okazalisÕ na piatom tazhe.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1548.mp3,4
1549,1549,RU,9.78151E+12,Russian 5,24,,,U24-08,08Q_C,N,We found ourselves in an old city.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1549.mp3,4
1550,1550,RU,9.78151E+12,Russian 5,24,,,U24-08,08R_C,M,__ _________ _ ______ ______.,My okazalisÕ v starom gorode.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1550.mp3,4
1551,1551,RU,9.78151E+12,Russian 5,24,,,U24-08,08Q_D,N,We found ourselves in a quiet area.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1551.mp3,4
1552,1552,RU,9.78151E+12,Russian 5,24,,,U24-08,08R_D,M,__ _________ _ _____ ______.,My okazalisÕ v tihom rajone.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1552.mp3,4
1553,1553,RU,9.78151E+12,Russian 5,25,,,U25-01,01Q_A,N,No tickets left.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1553.mp3,1
1554,1554,RU,9.78151E+12,Russian 5,25,,,U25-01,01R_A,M,_______ __ ________.,Biletov ne ostalosÕ.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1554.mp3,1
1555,1555,RU,9.78151E+12,Russian 5,25,,,U25-01,01Q_B,N,The tickets disappeared accidentally.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1555.mp3,1
1556,1556,RU,9.78151E+12,Russian 5,25,,,U25-01,01R_B,F,______ _______ ________.,Bilety proplai sluchajno.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1556.mp3,1
1557,1557,RU,9.78151E+12,Russian 5,25,,,U25-01,01Q_C,N,There wonÕt be tickets.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1557.mp3,1
1558,1558,RU,9.78151E+12,Russian 5,25,,,U25-01,01R_C,F,_______ __ _____.,Biletov ne budet.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1558.mp3,1
1559,1559,RU,9.78151E+12,Russian 5,25,,,U25-01,01Q_D,N,Tickets didnÕt disappear.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1559.mp3,1
1560,1560,RU,9.78151E+12,Russian 5,25,,,U25-01,01R_D,F,______ __ _______.,Bilety ne propali.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1560.mp3,1
1561,1561,RU,9.78151E+12,Russian 5,25,,,U25-02,02Q_A,N,I accidentally forgot tickets. (f),,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1561.mp3,1
1562,1562,RU,9.78151E+12,Russian 5,25,,,U25-02,02R_A,F,_ ________ ______ ______.,Ia sluchajno zabyla bilety.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1562.mp3,1
1563,1563,RU,9.78151E+12,Russian 5,25,,,U25-02,02Q_B,N,I accidentally forgot my own glasses. (f),,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1563.mp3,16
1564,1564,RU,9.78151E+12,Russian 5,25,,,U25-02,02R_B,F,_ ________ ______ ____ ____.,Ia sluchajno zabyla svoi ochki.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1564.mp3,16
1565,1565,RU,9.78151E+12,Russian 5,25,,,U25-02,02Q_C,N,I accidentally forgot my own wallet. (f),,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1565.mp3,16
1566,1566,RU,9.78151E+12,Russian 5,25,,,U25-02,02R_C,F,_ ________ ______ ____ _______.,Ia sluchajno zabyla svoj kosheliok.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1566.mp3,16
1567,1567,RU,9.78151E+12,Russian 5,25,,,U25-02,02Q_D,N,I accidentally forgot my umbrella. (f),,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1567.mp3,16
1568,1568,RU,9.78151E+12,Russian 5,25,,,U25-02,02R_D,F,_ ________ ______ ____ ____.,Ia sluchajno zabyla svoj zont.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1568.mp3,16
1569,1569,RU,9.78151E+12,Russian 5,25,,,U25-03,03Q_A,N,We are at fault.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1569.mp3,7
1570,1570,RU,9.78151E+12,Russian 5,25,,,U25-03,03R_A,F,__ ________.,My vinovaty.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1570.mp3,7
1571,1571,RU,9.78151E+12,Russian 5,25,,,U25-03,03Q_B,N,We are pleased.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1571.mp3,"7,13"
1572,1572,RU,9.78151E+12,Russian 5,25,,,U25-03,03R_B,F,__ ________.,My dovolÕny.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1572.mp3,"7,13"
1573,1573,RU,9.78151E+12,Russian 5,25,,,U25-03,03Q_C,N,We are free.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1573.mp3,7
1574,1574,RU,9.78151E+12,Russian 5,25,,,U25-03,03R_C,M,__ ________.,My svobodny.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1574.mp3,7
1575,1575,RU,9.78151E+12,Russian 5,25,,,U25-03,03Q_D,N,We are signed up.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1575.mp3,"1,7"
1576,1576,RU,9.78151E+12,Russian 5,25,,,U25-03,03R_D,M,__ ________.,My zapisany.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1576.mp3,"1,7"
1577,1577,RU,9.78151E+12,Russian 5,25,,,U25-04,04Q_A,N,ItÕs only an omen.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1577.mp3,7
1578,1578,RU,9.78151E+12,Russian 5,25,,,U25-04,04R_A,M,___ ______ _______.,éto tolÕko primeta.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1578.mp3,7
1579,1579,RU,9.78151E+12,Russian 5,25,,,U25-04,04Q_B,N,ItÕs I at fault. (f),,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1579.mp3,7
1580,1580,RU,9.78151E+12,Russian 5,25,,,U25-04,04R_B,F,___ _ ________.,éto ia vinovata.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1580.mp3,7
1581,1581,RU,9.78151E+12,Russian 5,25,,,U25-04,04Q_C,N,ItÕs a bad omen.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1581.mp3,7
1582,1582,RU,9.78151E+12,Russian 5,25,,,U25-04,04R_C,M,___ ______ _______.,éto plohaia primeta.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1582.mp3,7
1583,1583,RU,9.78151E+12,Russian 5,25,,,U25-04,04Q_D,N,This is by accident.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1583.mp3,7
1584,1584,RU,9.78151E+12,Russian 5,25,,,U25-04,04R_D,M,___ ________.,éto sluchajno.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1584.mp3,7
1585,1585,RU,9.78151E+12,Russian 5,25,,,U25-05,05Q_A,N,Russian people are very superstitious!,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1585.mp3,7
1586,1586,RU,9.78151E+12,Russian 5,25,,,U25-05,05R_A,F,_______ ____ _____ _________!,Russkie liudi ochenÕ suevernye!,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1586.mp3,7
1587,1587,RU,9.78151E+12,Russian 5,25,,,U25-05,05Q_B,N,Russian people are very hospitable!,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1587.mp3,7
1588,1588,RU,9.78151E+12,Russian 5,25,,,U25-05,05R_B,F,_______ ____ _____ _____________!,Russkie liudi ochenÕ gostepriimnie!,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1588.mp3,7
1589,1589,RU,9.78151E+12,Russian 5,25,,,U25-05,05Q_C,N,Russian people are very talented!,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1589.mp3,7
1590,1590,RU,9.78151E+12,Russian 5,25,,,U25-05,05R_C,F,_______ ____ _____ ___________!,Russkie liudi ochenÕ talantlivye!,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1590.mp3,7
1591,1591,RU,9.78151E+12,Russian 5,25,,,U25-05,05Q_D,N,Russian people are unique!,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1591.mp3,7
1592,1592,RU,9.78151E+12,Russian 5,25,,,U25-05,05R_D,F,_______ ____ __________!,Russkie liudi unikalÕnye!,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1592.mp3,7
1593,1593,RU,9.78151E+12,Russian 5,25,,,U25-06,06Q_A,N,Nothing more.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1593.mp3,7
1594,1594,RU,9.78151E+12,Russian 5,25,,,U25-06,06R_A,F,______ ______.,Nichevo bolÕshe.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1594.mp3,7
1595,1595,RU,9.78151E+12,Russian 5,25,,,U25-06,06Q_B,N,Nothing better.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1595.mp3,7
1596,1596,RU,9.78151E+12,Russian 5,25,,,U25-06,06R_B,M,______ _____.,Nichevo luchshe.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1596.mp3,7
1597,1597,RU,9.78151E+12,Russian 5,25,,,U25-06,06Q_C,N,Nothing cold.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1597.mp3,7
1598,1598,RU,9.78151E+12,Russian 5,25,,,U25-06,06R_C,M,______ _________.,Nichevo holodnovo.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1598.mp3,7
1599,1599,RU,9.78151E+12,Russian 5,25,,,U25-06,06Q_D,N,Nothing to worry about.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1599.mp3,7
1600,1600,RU,9.78151E+12,Russian 5,25,,,U25-06,06R_D,M,______ _________.,Nichevo strashnovo.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1600.mp3,7
1601,1601,RU,9.78151E+12,Russian 5,25,,,U25-07,07Q_A,N,I believe in omens.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1601.mp3,7
1602,1602,RU,9.78151E+12,Russian 5,25,,,U25-07,07R_A,M,_ ____ _ _______.,Ia veriu v primety.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1602.mp3,7
1603,1603,RU,9.78151E+12,Russian 5,25,,,U25-07,07Q_B,N,I believe in you. (informal),,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1603.mp3,13
1604,1604,RU,9.78151E+12,Russian 5,25,,,U25-07,07R_B,M,_ ____ _ ____.,Ia veriu v tebia.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1604.mp3,13
1605,1605,RU,9.78151E+12,Russian 5,25,,,U25-07,07Q_C,N,I believe in money.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1605.mp3,11
1606,1606,RU,9.78151E+12,Russian 5,25,,,U25-07,07R_C,F,_ ____ _ ______.,Ia veriu v denÕgi.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1606.mp3,11
1607,1607,RU,9.78151E+12,Russian 5,25,,,U25-07,07Q_D,N,I believe in friendship.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1607.mp3,5
1608,1608,RU,9.78151E+12,Russian 5,25,,,U25-07,07R_D,F,_ ____ _ ______.,Ia veriu v druzhbu.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1608.mp3,5
1609,1609,RU,9.78151E+12,Russian 5,25,,,U25-08,08Q_A,N,I didnÕt need to be returning home.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1609.mp3,7
1610,1610,RU,9.78151E+12,Russian 5,25,,,U25-08,08R_A,F,___ __ ____ ____ ____________ _____.,Mne ne nado bylo vozvrashchatÕsia domoj.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1610.mp3,7
1611,1611,RU,9.78151E+12,Russian 5,25,,,U25-08,08Q_B,N,I didnÕt need anything more.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1611.mp3,16
1612,1612,RU,9.78151E+12,Russian 5,25,,,U25-08,08R_B,F,___ __ ____ ____ ______ ______.,Mne ne nado bylo nichevo bolÕshe.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1612.mp3,16
1613,1613,RU,9.78151E+12,Russian 5,25,,,U25-08,08Q_C,N,I didnÕt need to be going there.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1613.mp3,18
1614,1614,RU,9.78151E+12,Russian 5,25,,,U25-08,08R_C,F,___ __ ____ ____ ____ ____.,Mne ne nado bylo tuda itdi.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1614.mp3,18
1615,1615,RU,9.78151E+12,Russian 5,25,,,U25-08,08Q_D,N,I didnÕt need to read this book.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1615.mp3,1
1616,1616,RU,9.78151E+12,Russian 5,25,,,U25-08,08R_D,M,___ __ ____ ____ ______ ___ _____.,Mne ne nado bylo chitatÕ tu knigu.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1616.mp3,1
1617,1617,RU,9.78151E+12,Russian 5,26,,,U26-01,01Q_A,N,YouÕre not at fault.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1617.mp3,7
1618,1618,RU,9.78151E+12,Russian 5,26,,,U26-01,01R_A,M,__ __ ________.,Vy ne vinovaty.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1618.mp3,7
1619,1619,RU,9.78151E+12,Russian 5,26,,,U26-01,01Q_B,N,You donÕt mind.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1619.mp3,7
1620,1620,RU,9.78151E+12,Russian 5,26,,,U26-01,01R_B,M,__ __ ______.,Vy ne protiv.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1620.mp3,7
1621,1621,RU,9.78151E+12,Russian 5,26,,,U26-01,01Q_C,N,YouÕre not free.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1621.mp3,7
1622,1622,RU,9.78151E+12,Russian 5,26,,,U26-01,01R_C,M,__ __ ________.,Vy ne svobodny.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1622.mp3,7
1623,1623,RU,9.78151E+12,Russian 5,26,,,U26-01,01Q_D,N,YouÕre not sure.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1623.mp3,7
1624,1624,RU,9.78151E+12,Russian 5,26,,,U26-01,01R_D,M,__ __ _______.,Vy ne uvereny.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1624.mp3,7
1625,1625,RU,9.78151E+12,Russian 5,26,,,U26-02,02Q_A,N,We found ourselves without tickets.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1625.mp3,1
1626,1626,RU,9.78151E+12,Russian 5,26,,,U26-02,02R_A,F,__ _________ ___ _______.,My okazalisÕ bez biletov.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1626.mp3,1
1627,1627,RU,9.78151E+12,Russian 5,26,,,U26-02,02Q_B,N,We found ourselves without money.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1627.mp3,11
1628,1628,RU,9.78151E+12,Russian 5,26,,,U26-02,02R_B,F,__ _________ ___ _____.,My okazalisÕ bez deneg.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1628.mp3,11
1629,1629,RU,9.78151E+12,Russian 5,26,,,U26-02,02Q_C,N,We found ourselves without time.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1629.mp3,17
1630,1630,RU,9.78151E+12,Russian 5,26,,,U26-02,02R_C,F,__ _________ ___ _______.,My okazalisÕ bez vremeni.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1630.mp3,17
1631,1631,RU,9.78151E+12,Russian 5,26,,,U26-02,02Q_D,N,We found ourselves without work.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1631.mp3,20
1632,1632,RU,9.78151E+12,Russian 5,26,,,U26-02,02R_D,F,__ _________ ___ ______.,My okazalisÕ bez raboty.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1632.mp3,20
1633,1633,RU,9.78151E+12,Russian 5,26,,,U26-03,03Q_A,N,Very strange!,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1633.mp3,7
1634,1634,RU,9.78151E+12,Russian 5,26,,,U26-03,03R_A,F,_____ _______!,OchenÕ stranno!,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1634.mp3,7
1635,1635,RU,9.78151E+12,Russian 5,26,,,U26-03,03Q_B,N,Very healthy!,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1635.mp3,8
1636,1636,RU,9.78151E+12,Russian 5,26,,,U26-03,03R_B,M,_____ _______!,OchenÕ polezno!,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1636.mp3,8
1637,1637,RU,9.78151E+12,Russian 5,26,,,U26-03,03Q_C,N,Very boring!,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1637.mp3,7
1638,1638,RU,9.78151E+12,Russian 5,26,,,U26-03,03R_C,M,_____ ______!,OchenÕ skuchno!,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1638.mp3,7
1639,1639,RU,9.78151E+12,Russian 5,26,,,U26-03,03Q_D,N,Very expensive!,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1639.mp3,"11,14"
1640,1640,RU,9.78151E+12,Russian 5,26,,,U26-03,03R_D,M,_____ ______!,OchenÕ dorogo!,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1640.mp3,"11,14"
1641,1641,RU,9.78151E+12,Russian 5,26,,,U26-04,04Q_A,N,They were in my bag.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1641.mp3,7
1642,1642,RU,9.78151E+12,Russian 5,26,,,U26-04,04R_A,M,___ ____ _ ____ _ _____.,Oni byli u menia v sumke.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1642.mp3,7
1643,1643,RU,9.78151E+12,Russian 5,26,,,U26-04,04Q_B,N,They were on my table.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1643.mp3,7
1644,1644,RU,9.78151E+12,Russian 5,26,,,U26-04,04R_B,M,___ ____ _ ____ __ _____.,Oni byli u menia na stole.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1644.mp3,7
1645,1645,RU,9.78151E+12,Russian 5,26,,,U26-04,04Q_C,N,They were in my apartment.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1645.mp3,7
1646,1646,RU,9.78151E+12,Russian 5,26,,,U26-04,04R_C,F,___ ____ _ ____ _ ________.,Oni byli u menia v kvartire.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1646.mp3,7
1647,1647,RU,9.78151E+12,Russian 5,26,,,U26-04,04Q_D,N,They were in my hand.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1647.mp3,7
1648,1648,RU,9.78151E+12,Russian 5,26,,,U26-04,04R_D,F,___ ____ _ ____ _ ____.,Oni byli u menia v ruke.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1648.mp3,7
1649,1649,RU,9.78151E+12,Russian 5,26,,,U26-05,05Q_A,N,I didnÕt expect it. (m),,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1649.mp3,7
1650,1650,RU,9.78151E+12,Russian 5,26,,,U26-05,05R_A,M,_ __ ______.,Ia ne ozhidal.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1650.mp3,7
1651,1651,RU,9.78151E+12,Russian 5,26,,,U26-05,05Q_B,N,I didnÕt get late. (m),,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1651.mp3,17
1652,1652,RU,9.78151E+12,Russian 5,26,,,U26-05,05R_B,M,_ __ _______.,Ia ne opozdal.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1652.mp3,17
1653,1653,RU,9.78151E+12,Russian 5,26,,,U26-05,05Q_C,N,I didnÕt suffer. (m),,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1653.mp3,8
1654,1654,RU,9.78151E+12,Russian 5,26,,,U26-05,05R_C,M,_ __ _________.,Ia ne postradal.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1654.mp3,8
1655,1655,RU,9.78151E+12,Russian 5,26,,,U26-05,05Q_D,N,I didnÕt recognize. (m),,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1655.mp3,7
1656,1656,RU,9.78151E+12,Russian 5,26,,,U26-05,05R_D,M,_ __ _____.,Ia ne uznal.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1656.mp3,7
1657,1657,RU,9.78151E+12,Russian 5,26,,,U26-06,06Q_A,N,You accidentally dropped the glasses.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1657.mp3,7
1658,1658,RU,9.78151E+12,Russian 5,26,,,U26-06,06R_A,M,__ ________ ________ ____.,Vy sluchajno obronili ochki.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1658.mp3,7
1659,1659,RU,9.78151E+12,Russian 5,26,,,U26-06,06Q_B,N,You accidentally lost the glasses.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1659.mp3,7
1660,1660,RU,9.78151E+12,Russian 5,26,,,U26-06,06R_B,M,__ ________ ________ ____.,Vy sluchajno poteriali ochki.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1660.mp3,7
1661,1661,RU,9.78151E+12,Russian 5,26,,,U26-06,06Q_C,N,You accidentally forgot the glasses.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1661.mp3,7
1662,1662,RU,9.78151E+12,Russian 5,26,,,U26-06,06R_C,M,__ ________ ______ ____.,Vy sluchajno zabyli ochki.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1662.mp3,7
1663,1663,RU,9.78151E+12,Russian 5,26,,,U26-06,06Q_D,N,You accidentally lost tickets.,,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1663.mp3,7
1664,1664,RU,9.78151E+12,Russian 5,26,,,U26-06,06R_D,M,__ ________ ________ ______.,Vy sluchajno poteriali bilety.,,S,Russian Level 5 MP3,9781508282600_Russian_Level_5_QM_1664.mp3,7
