Control #,Rec #,Lang,Source Audio ISBN_13,Course,Unit Num,start,stop,Cluster,QZ #,Speaker,Cue,Snippet Name,Skills
1687,1687,GR,978-1-4423-7056-2,German 4,27,,,U27-03,03Q_D,N,How is his vacation?,9781442370562_German_4_QZ_1687.mp3,18
1688,1688,GR,978-1-4423-7056-2,German 4,27,,,U27-03,03R_D,F,Wie ist sein Urlaub?,9781442370562_German_4_QZ_1688.mp3,18
1689,1689,GR,978-1-4423-7056-2,German 4,27,,,U27-04,04Q_A,N,When did you last see it?,9781442370562_German_4_QZ_1689.mp3,"7,16"
1690,1690,GR,978-1-4423-7056-2,German 4,27,,,U27-04,04R_A,M,Wann hast du es das letzte Mal gesehen?,9781442370562_German_4_QZ_1690.mp3,"7,16"
1691,1691,GR,978-1-4423-7056-2,German 4,27,,,U27-04,04Q_B,N,When did you first see it?,9781442370562_German_4_QZ_1691.mp3,"7,16"
1692,1692,GR,978-1-4423-7056-2,German 4,27,,,U27-04,04R_B,M,Wann hast du es zum ersten Mal gesehen?,9781442370562_German_4_QZ_1692.mp3,"7,16"
1693,1693,GR,978-1-4423-7056-2,German 4,27,,,U27-04,04Q_C,N,Where did you last see it?,9781442370562_German_4_QZ_1693.mp3,16
1694,1694,GR,978-1-4423-7056-2,German 4,27,,,U27-04,04R_C,M,Wo hast du es das letzte Mal gesehen?,9781442370562_German_4_QZ_1694.mp3,16
1695,1695,GR,978-1-4423-7056-2,German 4,27,,,U27-04,04Q_D,N,Where did you see it this time?,9781442370562_German_4_QZ_1695.mp3,"17,18"
1696,1696,GR,978-1-4423-7056-2,German 4,27,,,U27-04,04R_D,M,Wo hast du es dieses Mal gesehen?,9781442370562_German_4_QZ_1696.mp3,"17,18"
1697,1697,GR,978-1-4423-7056-2,German 4,27,,,U27-05,05Q_A,N,How is she now?,9781442370562_German_4_QZ_1697.mp3,17
1698,1698,GR,978-1-4423-7056-2,German 4,27,,,U27-05,05R_A,M,Wie geht’s ihr jetzt?,9781442370562_German_4_QZ_1698.mp3,17
1699,1699,GR,978-1-4423-7056-2,German 4,27,,,U27-05,05Q_B,N,How is he now?,9781442370562_German_4_QZ_1699.mp3,17
1700,1700,GR,978-1-4423-7056-2,German 4,27,,,U27-05,05R_B,F,Wie geht’s ihm jetzt?,9781442370562_German_4_QZ_1700.mp3,17
1701,1701,GR,978-1-4423-7056-2,German 4,27,,,U27-05,05Q_C,N,How are you now?,9781442370562_German_4_QZ_1701.mp3,"10,13,17"
1702,1702,GR,978-1-4423-7056-2,German 4,27,,,U27-05,05R_C,M,Wie geht’s euch jetzt?,9781442370562_German_4_QZ_1702.mp3,"10,13,17"
1703,1703,GR,978-1-4423-7056-2,German 4,27,,,U27-05,05Q_D,N,How are they now?,9781442370562_German_4_QZ_1703.mp3,17
1704,1704,GR,978-1-4423-7056-2,German 4,27,,,U27-05,05R_D,F,Wie geht’s ihnen jetzt?,9781442370562_German_4_QZ_1704.mp3,17
1705,1705,GR,978-1-4423-7056-2,German 4,27,,,U27-06,06Q_A,N,They like drinking something cold.,9781442370562_German_4_QZ_1705.mp3,"1,6"
1706,1706,GR,978-1-4423-7056-2,German 4,27,,,U27-06,06R_A,M,Sie trinken gern etwas Kaltes.,9781442370562_German_4_QZ_1706.mp3,"1,6"
1707,1707,GR,978-1-4423-7056-2,German 4,27,,,U27-06,06Q_B,N,They’re probably drinking something cold.,9781442370562_German_4_QZ_1707.mp3,"1,6"
1708,1708,GR,978-1-4423-7056-2,German 4,27,,,U27-06,06R_B,F,Sie trinken wahrscheinlich etwas Kaltes.,9781442370562_German_4_QZ_1708.mp3,"1,6"
1709,1709,GR,978-1-4423-7056-2,German 4,27,,,U27-06,06Q_C,N,They’re drinking something cold now.,9781442370562_German_4_QZ_1709.mp3,"1,6,17"
1710,1710,GR,978-1-4423-7056-2,German 4,27,,,U27-06,06R_C,M,Sie trinken jetzt etwas Kaltes.,9781442370562_German_4_QZ_1710.mp3,"1,6,17"
1711,1711,GR,978-1-4423-7056-2,German 4,27,,,U27-06,06Q_D,N,They like drinking cold water.,9781442370562_German_4_QZ_1711.mp3,"1,6"
1712,1712,GR,978-1-4423-7056-2,German 4,27,,,U27-06,06R_D,F,Sie trinken gern kaltes Wasser.,9781442370562_German_4_QZ_1712.mp3,"1,6"
1713,1713,GR,978-1-4423-7056-2,German 4,27,,,U27-07,07Q_A,N,"If he hadn’t been ill, then we would have gone to Rome.",9781442370562_German_4_QZ_1713.mp3,"1,8,18"
1714,1714,GR,978-1-4423-7056-2,German 4,27,,,U27-07,07R_A,M,"Wenn er nicht krank gewesen wäre, dann wären wir nach Rom gefahren.",9781442370562_German_4_QZ_1714.mp3,"1,8,18"
1715,1715,GR,978-1-4423-7056-2,German 4,27,,,U27-07,07Q_B,N,"If he weren’t ill, then we would go to Rome.",9781442370562_German_4_QZ_1715.mp3,"8,18"
1716,1716,GR,978-1-4423-7056-2,German 4,27,,,U27-07,07R_B,F,"Wenn er nicht krank wäre, dann würden wir nach Rom fahren.",9781442370562_German_4_QZ_1716.mp3,"8,18"
1717,1717,GR,978-1-4423-7056-2,German 4,27,,,U27-07,07Q_C,N,"If he had been ill, then we would not have gone to Rome.",9781442370562_German_4_QZ_1717.mp3,"8,18"
1718,1718,GR,978-1-4423-7056-2,German 4,27,,,U27-07,07R_C,M,"Wenn er krank gewesen wäre, dann wären wir nicht nach Rom gefahren.",9781442370562_German_4_QZ_1718.mp3,"8,18"
1719,1719,GR,978-1-4423-7056-2,German 4,27,,,U27-07,07Q_D,N,"When he’s ill, we don’t go to Rome.",9781442370562_German_4_QZ_1719.mp3,"8,18"
1720,1720,GR,978-1-4423-7056-2,German 4,27,,,U27-07,07R_D,F,"Wenn er krank ist, fahren wir nicht nach Rom.",9781442370562_German_4_QZ_1720.mp3,"8,18"
1721,1721,GR,978-1-4423-7056-2,German 4,27,,,U27-08,08Q_A,N,Come in!,9781442370562_German_4_QZ_1721.mp3,"7,13"
1722,1722,GR,978-1-4423-7056-2,German 4,27,,,U27-08,08R_A,M,Komm ’rein!,9781442370562_German_4_QZ_1722.mp3,"7,13"
1723,1723,GR,978-1-4423-7056-2,German 4,27,,,U27-08,08Q_B,N,Come in!,9781442370562_German_4_QZ_1723.mp3,"7,13"
1724,1724,GR,978-1-4423-7056-2,German 4,27,,,U27-08,08R_B,F,Kommen Sie herein!,9781442370562_German_4_QZ_1724.mp3,"7,13"
1725,1725,GR,978-1-4423-7056-2,German 4,27,,,U27-08,08Q_C,N,Look here!,9781442370562_German_4_QZ_1725.mp3,"7,13"
1726,1726,GR,978-1-4423-7056-2,German 4,27,,,U27-08,08R_C,M,Schauen Sie hier!,9781442370562_German_4_QZ_1726.mp3,"7,13"
1727,1727,GR,978-1-4423-7056-2,German 4,27,,,U27-08,08Q_D,N,Look here!,9781442370562_German_4_QZ_1727.mp3,"7,13,20"
1728,1728,GR,978-1-4423-7056-2,German 4,27,,,U27-08,08R_D,F,Schau hier!,9781442370562_German_4_QZ_1728.mp3,"7,13,20"
1729,1729,GR,978-1-4423-7056-2,German 4,28,,,U28-01,01Q_A,N,I’m going to bring the wallet to the police.,9781442370562_German_4_QZ_1729.mp3,"1,16,20"
1730,1730,GR,978-1-4423-7056-2,German 4,28,,,U28-01,01R_A,M,Ich bringe das Portemonnaie zur Polizei.,9781442370562_German_4_QZ_1730.mp3,"1,16,20"
1731,1731,GR,978-1-4423-7056-2,German 4,28,,,U28-01,01Q_B,N,I’m going to bring the money to the police.,9781442370562_German_4_QZ_1731.mp3,"1,11,16,20"
1732,1732,GR,978-1-4423-7056-2,German 4,28,,,U28-01,01R_B,F,Ich bringe das Geld zur Polizei.,9781442370562_German_4_QZ_1732.mp3,"1,11,16,20"
1733,1733,GR,978-1-4423-7056-2,German 4,28,,,U28-01,01Q_C,N,I’m going to bring the driver’s license to the police.,9781442370562_German_4_QZ_1733.mp3,"1,16,18,20"
1734,1734,GR,978-1-4423-7056-2,German 4,28,,,U28-01,01R_C,M,Ich bringe den Führerschein zur Polizei.,9781442370562_German_4_QZ_1734.mp3,"1,16,18,20"
1735,1735,GR,978-1-4423-7056-2,German 4,28,,,U28-01,01Q_D,N,I’m going to bring the ID to the police.,9781442370562_German_4_QZ_1735.mp3,"1,16,20"
1736,1736,GR,978-1-4423-7056-2,German 4,28,,,U28-01,01R_D,F,Ich bringe den Ausweis zur Polizei.,9781442370562_German_4_QZ_1736.mp3,"1,16,20"
1737,1737,GR,978-1-4423-7056-2,German 4,28,,,U28-02,02Q_A,N,I’d like to reserve a table by the window.,9781442370562_German_4_QZ_1737.mp3,"6,14"
1738,1738,GR,978-1-4423-7056-2,German 4,28,,,U28-02,02R_A,M,Ich möchte einen Tisch am Fenster reservieren.,9781442370562_German_4_QZ_1738.mp3,"6,14"
1739,1739,GR,978-1-4423-7056-2,German 4,28,,,U28-02,02Q_B,N,I’d like to reserve a table in a corner.,9781442370562_German_4_QZ_1739.mp3,"6,14"
1740,1740,GR,978-1-4423-7056-2,German 4,28,,,U28-02,02R_B,M,Ich möchte einen Tisch in einer Ecke reservieren.,9781442370562_German_4_QZ_1740.mp3,"6,14"
1741,1741,GR,978-1-4423-7056-2,German 4,28,,,U28-02,02Q_C,N,I’d like to reserve a table for this evening.,9781442370562_German_4_QZ_1741.mp3,"14,17"
1742,1742,GR,978-1-4423-7056-2,German 4,28,,,U28-02,02R_C,M,Ich möchte einen Tisch für heute Abend reservieren.,9781442370562_German_4_QZ_1742.mp3,"14,17"
1743,1743,GR,978-1-4423-7056-2,German 4,28,,,U28-02,02Q_D,N,I’d like to reserve a table for eight p.m.,9781442370562_German_4_QZ_1743.mp3,"12,14,17"
1744,1744,GR,978-1-4423-7056-2,German 4,28,,,U28-02,02R_D,M,Ich möchte einen Tisch für zwanzig Uhr reservieren.,9781442370562_German_4_QZ_1744.mp3,"12,14,17"
1745,1745,GR,978-1-4423-7056-2,German 4,28,,,U28-03,03Q_A,N,We haven’t seen each other for a long time.,9781442370562_German_4_QZ_1745.mp3,17
1746,1746,GR,978-1-4423-7056-2,German 4,28,,,U28-03,03R_A,M,Wir haben uns lange nicht gesehen.,9781442370562_German_4_QZ_1746.mp3,17
1747,1747,GR,978-1-4423-7056-2,German 4,28,,,U28-03,03Q_B,N,We haven’t seen you for a long time.,9781442370562_German_4_QZ_1747.mp3,17
1748,1748,GR,978-1-4423-7056-2,German 4,28,,,U28-03,03R_B,F,Wir haben Sie lange nicht gesehen.,9781442370562_German_4_QZ_1748.mp3,17
1749,1749,GR,978-1-4423-7056-2,German 4,28,,,U28-03,03Q_C,N,We hadn’t seen each other for a long time.,9781442370562_German_4_QZ_1749.mp3,17
1750,1750,GR,978-1-4423-7056-2,German 4,28,,,U28-03,03R_C,M,Wir hatten uns lange nicht gesehen.,9781442370562_German_4_QZ_1750.mp3,17
1751,1751,GR,978-1-4423-7056-2,German 4,28,,,U28-03,03Q_D,N,We hadn’t seen you for a long time.,9781442370562_German_4_QZ_1751.mp3,17
1752,1752,GR,978-1-4423-7056-2,German 4,28,,,U28-03,03R_D,F,Wir hatten Sie lange nicht gesehen.,9781442370562_German_4_QZ_1752.mp3,17
1753,1753,GR,978-1-4423-7056-2,German 4,28,,,U28-04,04Q_A,N,She had planned to go to the movies with her girlfriends.,9781442370562_German_4_QZ_1753.mp3,"1,5"
1754,1754,GR,978-1-4423-7056-2,German 4,28,,,U28-04,04R_A,M,"Sie hatte vor, mit ihren Freundinnen ins Kino zu gehen.",9781442370562_German_4_QZ_1754.mp3,"1,5"
1755,1755,GR,978-1-4423-7056-2,German 4,28,,,U28-04,04Q_B,N,She had planned to go to the movies with her girlfriend.,9781442370562_German_4_QZ_1755.mp3,"1,5"
1756,1756,GR,978-1-4423-7056-2,German 4,28,,,U28-04,04R_B,F,"Sie hatte vor, mit ihrer Freundin ins Kino zu gehen.",9781442370562_German_4_QZ_1756.mp3,"1,5"
1757,1757,GR,978-1-4423-7056-2,German 4,28,,,U28-04,04Q_C,N,She had planned to go to the movies with friends.,9781442370562_German_4_QZ_1757.mp3,"1,5"
1758,1758,GR,978-1-4423-7056-2,German 4,28,,,U28-04,04R_C,M,"Sie hatte vor, mit Freunden ins Kino zu gehen.",9781442370562_German_4_QZ_1758.mp3,"1,5"
1759,1759,GR,978-1-4423-7056-2,German 4,28,,,U28-04,04Q_D,N,She plans to go to the movies with her girlfriends.,9781442370562_German_4_QZ_1759.mp3,"1,4,5"
1760,1760,GR,978-1-4423-7056-2,German 4,28,,,U28-04,04R_D,F,"Sie hat vor, mit ihren Freundinnen ins Kino zu gehen.",9781442370562_German_4_QZ_1760.mp3,"1,4,5"
1761,1761,GR,978-1-4423-7056-2,German 4,28,,,U28-05,05Q_A,N,The nearest police station is just around the corner.,9781442370562_German_4_QZ_1761.mp3,"4,9,16,20"
1762,1762,GR,978-1-4423-7056-2,German 4,28,,,U28-05,05R_A,M,Die nächste Polizeistation ist gerade um die Ecke.,9781442370562_German_4_QZ_1762.mp3,"4,9,16,20"
1763,1763,GR,978-1-4423-7056-2,German 4,28,,,U28-05,05Q_B,N,The nearest hospital is just around the corner.,9781442370562_German_4_QZ_1763.mp3,"8,9,16,20"
1764,1764,GR,978-1-4423-7056-2,German 4,28,,,U28-05,05R_B,F,Das nächste Krankenhaus ist gerade um die Ecke.,9781442370562_German_4_QZ_1764.mp3,"8,9,16,20"
1765,1765,GR,978-1-4423-7056-2,German 4,28,,,U28-05,05Q_C,N,The nearest post office is just around the corner.,9781442370562_German_4_QZ_1765.mp3,"4,9,20"
1766,1766,GR,978-1-4423-7056-2,German 4,28,,,U28-05,05R_C,M,Die nächste Post ist gerade um die Ecke.,9781442370562_German_4_QZ_1766.mp3,"4,9,20"
1767,1767,GR,978-1-4423-7056-2,German 4,28,,,U28-05,05Q_D,N,The nearest ATM is just around the corner.,9781442370562_German_4_QZ_1767.mp3,"4,9,11"
1768,1768,GR,978-1-4423-7056-2,German 4,28,,,U28-05,05R_D,F,Der nächste Geldautomat ist gerade um die Ecke.,9781442370562_German_4_QZ_1768.mp3,"4,9,11"
1769,1769,GR,978-1-4423-7056-2,German 4,28,,,U28-06,06Q_A,N,"If she had not fallen down, then she would have gone hiking.",9781442370562_German_4_QZ_1769.mp3,"1,8"
1770,1770,GR,978-1-4423-7056-2,German 4,28,,,U28-06,06R_A,M,"Wenn sie nicht hingefallen wäre, dann wäre sie gewandert.",9781442370562_German_4_QZ_1770.mp3,"1,8"
1771,1771,GR,978-1-4423-7056-2,German 4,28,,,U28-06,06Q_B,N,"If she had fallen down, then she would not have gone hiking.",9781442370562_German_4_QZ_1771.mp3,"1,8"
1772,1772,GR,978-1-4423-7056-2,German 4,28,,,U28-06,06R_B,F,"Wenn sie hingefallen wäre, dann wäre sie nicht gewandert.",9781442370562_German_4_QZ_1772.mp3,"1,8"
1773,1773,GR,978-1-4423-7056-2,German 4,28,,,U28-06,06Q_C,N,"If she had not fallen down, then we would have gone hiking.",9781442370562_German_4_QZ_1773.mp3,"1,8"
1774,1774,GR,978-1-4423-7056-2,German 4,28,,,U28-06,06R_C,M,"Wenn sie nicht hingefallen wäre, dann wären wir gewandert.",9781442370562_German_4_QZ_1774.mp3,"1,8"
1775,1775,GR,978-1-4423-7056-2,German 4,28,,,U28-06,06Q_D,N,"If she had fallen down, then we would not have gone hiking.",9781442370562_German_4_QZ_1775.mp3,"1,8"
1776,1776,GR,978-1-4423-7056-2,German 4,28,,,U28-06,06R_D,F,"Wenn sie hingefallen wäre, dann wären wir nicht gewandert.",9781442370562_German_4_QZ_1776.mp3,"1,8"
1777,1777,GR,978-1-4423-7056-2,German 4,28,,,U28-07,07Q_A,N,What can I offer you?,9781442370562_German_4_QZ_1777.mp3,"6,13"
1778,1778,GR,978-1-4423-7056-2,German 4,28,,,U28-07,07R_A,M,Was kann ich dir anbieten?,9781442370562_German_4_QZ_1778.mp3,"6,13"
1779,1779,GR,978-1-4423-7056-2,German 4,28,,,U28-07,07Q_B,N,What can I offer her?,9781442370562_German_4_QZ_1779.mp3,"6,13"
1780,1780,GR,978-1-4423-7056-2,German 4,28,,,U28-07,07R_B,F,Was kann ich ihr anbieten?,9781442370562_German_4_QZ_1780.mp3,"6,13"
1781,1781,GR,978-1-4423-7056-2,German 4,28,,,U28-07,07Q_C,N,What can you offer me?,9781442370562_German_4_QZ_1781.mp3,"6,13"
1782,1782,GR,978-1-4423-7056-2,German 4,28,,,U28-07,07R_C,M,Was kannst du mir anbieten?,9781442370562_German_4_QZ_1782.mp3,"6,13"
1783,1783,GR,978-1-4423-7056-2,German 4,28,,,U28-07,07Q_D,N,What can you offer her?,9781442370562_German_4_QZ_1783.mp3,"6,13"
1784,1784,GR,978-1-4423-7056-2,German 4,28,,,U28-07,07R_D,F,Was kannst du ihr anbieten?,9781442370562_German_4_QZ_1784.mp3,"6,13"
1785,1785,GR,978-1-4423-7056-2,German 4,28,,,U28-08,08Q_A,N,Unfortunately it was not quiet.,9781442370562_German_4_QZ_1785.mp3,7
1786,1786,GR,978-1-4423-7056-2,German 4,28,,,U28-08,08R_A,M,Leider war es nicht ruhig.,9781442370562_German_4_QZ_1786.mp3,7
1787,1787,GR,978-1-4423-7056-2,German 4,28,,,U28-08,08Q_B,N,Unfortunately it was not full.,9781442370562_German_4_QZ_1787.mp3,7
1788,1788,GR,978-1-4423-7056-2,German 4,28,,,U28-08,08R_B,F,Leider war es nicht voll.,9781442370562_German_4_QZ_1788.mp3,7
1789,1789,GR,978-1-4423-7056-2,German 4,28,,,U28-08,08Q_C,N,Unfortunately it was not easy.,9781442370562_German_4_QZ_1789.mp3,7
1790,1790,GR,978-1-4423-7056-2,German 4,28,,,U28-08,08R_C,M,Leider war es nicht leicht.,9781442370562_German_4_QZ_1790.mp3,7
1791,1791,GR,978-1-4423-7056-2,German 4,28,,,U28-08,08Q_D,N,Unfortunately it was not fast.,9781442370562_German_4_QZ_1791.mp3,7
1792,1792,GR,978-1-4423-7056-2,German 4,28,,,U28-08,08R_D,F,Leider war es nicht schnell.,9781442370562_German_4_QZ_1792.mp3,7
1793,1793,GR,978-1-4423-7056-2,German 4,29,,,U29-01,01Q_A,N,Is she then getting her driver’s license?,9781442370562_German_4_QZ_1793.mp3,18
1794,1794,GR,978-1-4423-7056-2,German 4,29,,,U29-01,01R_A,M,Macht sie dann ihren Führerschein?,9781442370562_German_4_QZ_1794.mp3,18
1795,1795,GR,978-1-4423-7056-2,German 4,29,,,U29-01,01Q_B,N,Does she already have her driver’s license?,9781442370562_German_4_QZ_1795.mp3,18
1796,1796,GR,978-1-4423-7056-2,German 4,29,,,U29-01,01R_B,F,Hat sie schon ihren Führerschein?,9781442370562_German_4_QZ_1796.mp3,18
1797,1797,GR,978-1-4423-7056-2,German 4,29,,,U29-01,01Q_C,N,When is she getting her driver’s license?,9781442370562_German_4_QZ_1797.mp3,18
1798,1798,GR,978-1-4423-7056-2,German 4,29,,,U29-01,01R_C,M,Wann macht sie ihren Führerschein?,9781442370562_German_4_QZ_1798.mp3,18
1799,1799,GR,978-1-4423-7056-2,German 4,29,,,U29-01,01Q_D,N,Is she getting her driver’s license afterwards?,9781442370562_German_4_QZ_1799.mp3,18
1800,1800,GR,978-1-4423-7056-2,German 4,29,,,U29-01,01R_D,F,Macht sie nachher ihren Führerschein?,9781442370562_German_4_QZ_1800.mp3,18
1801,1801,GR,978-1-4423-7056-2,German 4,29,,,U29-02,02Q_A,N,I’m looking for a vacation apartment in a quiet street.,9781442370562_German_4_QZ_1801.mp3,"4,18"
1802,1802,GR,978-1-4423-7056-2,German 4,29,,,U29-02,02R_A,M,Ich suche eine Ferienwohnung in einer ruhigen Straße.,9781442370562_German_4_QZ_1802.mp3,"4,18"
1803,1803,GR,978-1-4423-7056-2,German 4,29,,,U29-02,02Q_B,N,I’m looking for an apartment in a quiet street.,9781442370562_German_4_QZ_1803.mp3,"4,18"
1804,1804,GR,978-1-4423-7056-2,German 4,29,,,U29-02,02R_B,F,Ich suche eine Wohnung in einer ruhigen Straße.,9781442370562_German_4_QZ_1804.mp3,"4,18"
1805,1805,GR,978-1-4423-7056-2,German 4,29,,,U29-02,02Q_C,N,I’d like a vacation apartment in a quiet street.,9781442370562_German_4_QZ_1805.mp3,"4,18"
1806,1806,GR,978-1-4423-7056-2,German 4,29,,,U29-02,02R_C,M,Ich möchte eine Ferienwohnung in einer ruhigen Straße.,9781442370562_German_4_QZ_1806.mp3,"4,18"
1807,1807,GR,978-1-4423-7056-2,German 4,29,,,U29-02,02Q_D,N,I need an apartment in a quiet street.,9781442370562_German_4_QZ_1807.mp3,"4,18"
1808,1808,GR,978-1-4423-7056-2,German 4,29,,,U29-02,02R_D,F,Ich brauche eine Wohnung in einer ruhigen Straße.,9781442370562_German_4_QZ_1808.mp3,"4,18"
1809,1809,GR,978-1-4423-7056-2,German 4,29,,,U29-03,03Q_A,N,It’s only about three hundred meters to the beach.,9781442370562_German_4_QZ_1809.mp3,"12,18"
1810,1810,GR,978-1-4423-7056-2,German 4,29,,,U29-03,03R_A,M,Es ist nur ungefähr dreihundert Meter zum Strand.,9781442370562_German_4_QZ_1810.mp3,"12,18"
1811,1811,GR,978-1-4423-7056-2,German 4,29,,,U29-03,03Q_B,N,It’s probably about three hundred meters to the beach.,9781442370562_German_4_QZ_1811.mp3,"12,18"
1812,1812,GR,978-1-4423-7056-2,German 4,29,,,U29-03,03R_B,F,Es ist wahrscheinlich ungefähr dreihundert Meter zum Strand.,9781442370562_German_4_QZ_1812.mp3,"12,18"
1813,1813,GR,978-1-4423-7056-2,German 4,29,,,U29-03,03Q_C,N,It’s only about four hundred meters to the beach.,9781442370562_German_4_QZ_1813.mp3,"12,18"
1814,1814,GR,978-1-4423-7056-2,German 4,29,,,U29-03,03R_C,M,Es ist nur ungefähr vierhundert Meter zum Strand.,9781442370562_German_4_QZ_1814.mp3,"12,18"
1815,1815,GR,978-1-4423-7056-2,German 4,29,,,U29-03,03Q_D,N,It’s probably about three hundred kilometers to the beach.,9781442370562_German_4_QZ_1815.mp3,"12,18"
1816,1816,GR,978-1-4423-7056-2,German 4,29,,,U29-03,03R_D,F,Es ist wahrscheinlich ungefähr dreihundert Kilometer zum Strand.,9781442370562_German_4_QZ_1816.mp3,"12,18"
1817,1817,GR,978-1-4423-7056-2,German 4,29,,,U29-04,04Q_A,N,A bath with a shower would be nice.,9781442370562_German_4_QZ_1817.mp3,"9,18"
1818,1818,GR,978-1-4423-7056-2,German 4,29,,,U29-04,04R_A,M,Ein Bad mit Dusche wäre schön.,9781442370562_German_4_QZ_1818.mp3,"9,18"
1819,1819,GR,978-1-4423-7056-2,German 4,29,,,U29-04,04Q_B,N,A bath with a shower is nice.,9781442370562_German_4_QZ_1819.mp3,"9,18"
1820,1820,GR,978-1-4423-7056-2,German 4,29,,,U29-04,04R_B,F,Ein Bad mit Dusche ist schön.,9781442370562_German_4_QZ_1820.mp3,"9,18"
1821,1821,GR,978-1-4423-7056-2,German 4,29,,,U29-04,04Q_C,N,A bath with a shower would be better.,9781442370562_German_4_QZ_1821.mp3,"9,18"
1822,1822,GR,978-1-4423-7056-2,German 4,29,,,U29-04,04R_C,M,Ein Bad mit Dusche wäre besser.,9781442370562_German_4_QZ_1822.mp3,"9,18"
1823,1823,GR,978-1-4423-7056-2,German 4,29,,,U29-04,04Q_D,N,A bath with a shower is best.,9781442370562_German_4_QZ_1823.mp3,"9,18"
1824,1824,GR,978-1-4423-7056-2,German 4,29,,,U29-04,04R_D,F,Ein Bad mit Dusche ist am besten.,9781442370562_German_4_QZ_1824.mp3,"9,18"
1825,1825,GR,978-1-4423-7056-2,German 4,29,,,U29-05,05Q_A,N,What do we do with it?,9781442370562_German_4_QZ_1825.mp3,"1,7"
1826,1826,GR,978-1-4423-7056-2,German 4,29,,,U29-05,05R_A,M,Was machen wir damit?,9781442370562_German_4_QZ_1826.mp3,"1,7"
1827,1827,GR,978-1-4423-7056-2,German 4,29,,,U29-05,05Q_B,N,What are you doing with it?,9781442370562_German_4_QZ_1827.mp3,"1,7"
1828,1828,GR,978-1-4423-7056-2,German 4,29,,,U29-05,05R_B,F,Was macht ihr damit?,9781442370562_German_4_QZ_1828.mp3,"1,7"
1829,1829,GR,978-1-4423-7056-2,German 4,29,,,U29-05,05Q_C,N,What did you do with it?,9781442370562_German_4_QZ_1829.mp3,"1,7"
1830,1830,GR,978-1-4423-7056-2,German 4,29,,,U29-05,05R_C,M,Was habt ihr damit gemacht?,9781442370562_German_4_QZ_1830.mp3,"1,7"
1831,1831,GR,978-1-4423-7056-2,German 4,29,,,U29-05,05Q_D,N,What ought we to do with it?,9781442370562_German_4_QZ_1831.mp3,"1,7"
1832,1832,GR,978-1-4423-7056-2,German 4,29,,,U29-05,05R_D,F,Was sollen wir damit machen?,9781442370562_German_4_QZ_1832.mp3,"1,7"
1833,1833,GR,978-1-4423-7056-2,German 4,29,,,U29-06,06Q_A,N,The apartment ought not be too far from the beach.,9781442370562_German_4_QZ_1833.mp3,"4,18"
1834,1834,GR,978-1-4423-7056-2,German 4,29,,,U29-06,06R_A,M,Die Wohnung soll nicht zu weit vom Strand sein.,9781442370562_German_4_QZ_1834.mp3,"4,18"
1835,1835,GR,978-1-4423-7056-2,German 4,29,,,U29-06,06Q_B,N,The apartment is too far from the beach.,9781442370562_German_4_QZ_1835.mp3,"4,18"
1836,1836,GR,978-1-4423-7056-2,German 4,29,,,U29-06,06R_B,F,Die Wohnung ist zu weit vom Strand.,9781442370562_German_4_QZ_1836.mp3,"4,18"
1837,1837,GR,978-1-4423-7056-2,German 4,29,,,U29-06,06Q_C,N,The apartment is not too far from the beach.,9781442370562_German_4_QZ_1837.mp3,"4,18"
1838,1838,GR,978-1-4423-7056-2,German 4,29,,,U29-06,06R_C,M,Die Wohnung ist nicht zu weit vom Strand.,9781442370562_German_4_QZ_1838.mp3,"4,18"
1839,1839,GR,978-1-4423-7056-2,German 4,29,,,U29-06,06Q_D,N,The apartment ought not be very far from the beach.,9781442370562_German_4_QZ_1839.mp3,"4,18"
1840,1840,GR,978-1-4423-7056-2,German 4,29,,,U29-06,06R_D,F,Die Wohnung soll nicht sehr weit vom Strand sein.,9781442370562_German_4_QZ_1840.mp3,"4,18"
1841,1841,GR,978-1-4423-7056-2,German 4,29,,,U29-07,07Q_A,N,Next month she becomes eighteen.,9781442370562_German_4_QZ_1841.mp3,"12,17"
1842,1842,GR,978-1-4423-7056-2,German 4,29,,,U29-07,07R_A,M,Nächsten Monat wird sie achtzehn.,9781442370562_German_4_QZ_1842.mp3,"12,17"
1843,1843,GR,978-1-4423-7056-2,German 4,29,,,U29-07,07Q_B,N,Next Monday she becomes eighteen.,9781442370562_German_4_QZ_1843.mp3,"12,17"
1844,1844,GR,978-1-4423-7056-2,German 4,29,,,U29-07,07R_B,F,Nächsten Montag wird sie achtzehn.,9781442370562_German_4_QZ_1844.mp3,"12,17"
1845,1845,GR,978-1-4423-7056-2,German 4,29,,,U29-07,07Q_C,N,Next month they become eighteen.,9781442370562_German_4_QZ_1845.mp3,"12,17"
