Control #,Rec,Lang,Source ISBN,Course,Unit Num,StartTime,StopTime,Cluster,Qz #,Spkr,Cue,Snippet Name,Skills
1582,1582,IT,978-1-4423-6191-1,Italian 4,25,,,U25-06,06R_C,M,Sua nonna è la sorella di mio nonno.,9781442370579_Italian_4_QZ_1582.mp3,5
1583,1583,IT,978-1-4423-6191-1,Italian 4,25,,,U25-06,06Q_D,N,Our grandmother is the sister of your grandfather.,9781442370579_Italian_4_QZ_1583.mp3,5
1584,1584,IT,978-1-4423-6191-1,Italian 4,25,,,U25-06,06R_D,F,Nostra nonna è la sorella di tuo nonno.,9781442370579_Italian_4_QZ_1584.mp3,5
1585,1585,IT,978-1-4423-6191-1,Italian 4,25,,,U25-07,07Q_A,N,Her family had an inn in the mountains.,9781442370579_Italian_4_QZ_1585.mp3,5
1586,1586,IT,978-1-4423-6191-1,Italian 4,25,,,U25-07,07R_A,M,La sua famiglia aveva una pensione in montagna.,9781442370579_Italian_4_QZ_1586.mp3,5
1587,1587,IT,978-1-4423-6191-1,Italian 4,25,,,U25-07,07Q_B,N,You said that her family had an inn in the village.,9781442370579_Italian_4_QZ_1587.mp3,"3,5"
1588,1588,IT,978-1-4423-6191-1,Italian 4,25,,,U25-07,07R_B,F,Hai detto che la sua famiglia aveva una pensione nel paese.,9781442370579_Italian_4_QZ_1588.mp3,"3,5"
1589,1589,IT,978-1-4423-6191-1,Italian 4,25,,,U25-07,07Q_C,N,My family had an inn in the mountains.,9781442370579_Italian_4_QZ_1589.mp3,5
1590,1590,IT,978-1-4423-6191-1,Italian 4,25,,,U25-07,07R_C,M,La mia famiglia aveva una pensione in montagna.,9781442370579_Italian_4_QZ_1590.mp3,5
1591,1591,IT,978-1-4423-6191-1,Italian 4,25,,,U25-07,07Q_D,N,My grandfather went to the inn.,9781442370579_Italian_4_QZ_1591.mp3,"1,5"
1592,1592,IT,978-1-4423-6191-1,Italian 4,25,,,U25-07,07R_D,F,Mio nonno è andato alla pensione.,9781442370579_Italian_4_QZ_1592.mp3,"1,5"
1593,1593,IT,978-1-4423-6191-1,Italian 4,25,,,U25-08,08Q_A,N,They have been made with my grandmother’s recipe.,9781442370579_Italian_4_QZ_1593.mp3,5
1594,1594,IT,978-1-4423-6191-1,Italian 4,25,,,U25-08,08R_A,M,Sono stati fatti con una ricetta di mia nonna.,9781442370579_Italian_4_QZ_1594.mp3,5
1595,1595,IT,978-1-4423-6191-1,Italian 4,25,,,U25-08,08Q_B,N,They have been made by a famous designer.,9781442370579_Italian_4_QZ_1595.mp3,"5,14"
1596,1596,IT,978-1-4423-6191-1,Italian 4,25,,,U25-08,08R_B,F,Sono stati fatti da un famoso stilista.,9781442370579_Italian_4_QZ_1596.mp3,"5,14"
1597,1597,IT,978-1-4423-6191-1,Italian 4,25,,,U25-08,08Q_C,N,They have been made with my aunt’s recipe.,9781442370579_Italian_4_QZ_1597.mp3,5
1598,1598,IT,978-1-4423-6191-1,Italian 4,25,,,U25-08,08R_C,M,Sono stati fatti con una ricetta di mia zia.,9781442370579_Italian_4_QZ_1598.mp3,5
1599,1599,IT,978-1-4423-6191-1,Italian 4,25,,,U25-08,08Q_D,N,They have been made with my grandfather’s recipe.,9781442370579_Italian_4_QZ_1599.mp3,5
1600,1600,IT,978-1-4423-6191-1,Italian 4,25,,,U25-08,08R_D,F,Sono stati fatti con una ricetta di mio nonno.,9781442370579_Italian_4_QZ_1600.mp3,5
1601,1601,IT,978-1-4423-6191-1,Italian 4,26,,,U26-01,01Q_A,N,There will be an even bigger party.,9781442370579_Italian_4_QZ_1601.mp3,1
1602,1602,IT,978-1-4423-6191-1,Italian 4,26,,,U26-01,01R_A,M,Ci sarà una festa ancora più grande.,9781442370579_Italian_4_QZ_1602.mp3,1
1603,1603,IT,978-1-4423-6191-1,Italian 4,26,,,U26-01,01Q_B,N,There will be a bigger party the next time.,9781442370579_Italian_4_QZ_1603.mp3,"1,17"
1604,1604,IT,978-1-4423-6191-1,Italian 4,26,,,U26-01,01R_B,F,Ci sarà una festa più grande la prossima volta.,9781442370579_Italian_4_QZ_1604.mp3,"1,17"
1605,1605,IT,978-1-4423-6191-1,Italian 4,26,,,U26-01,01Q_C,N,It looks like there will be a big party tomorrow,9781442370579_Italian_4_QZ_1605.mp3,"1,17"
1606,1606,IT,978-1-4423-6191-1,Italian 4,26,,,U26-01,01R_C,M,Sembra che ci sarà una grande festa domani,9781442370579_Italian_4_QZ_1606.mp3,"1,17"
1607,1607,IT,978-1-4423-6191-1,Italian 4,26,,,U26-01,01Q_D,N,There will be a big party at your house.,9781442370579_Italian_4_QZ_1607.mp3,"1,5"
1608,1608,IT,978-1-4423-6191-1,Italian 4,26,,,U26-01,01R_D,F,Ci sarà una grande festa a casa Sua.,9781442370579_Italian_4_QZ_1608.mp3,"1,5"
1609,1609,IT,978-1-4423-6191-1,Italian 4,26,,,U26-02,02Q_A,N,The vacation package is very interesting.,9781442370579_Italian_4_QZ_1609.mp3,18
1610,1610,IT,978-1-4423-6191-1,Italian 4,26,,,U26-02,02R_A,M,Il pacchetto vacanze è molto interessante.,9781442370579_Italian_4_QZ_1610.mp3,18
1611,1611,IT,978-1-4423-6191-1,Italian 4,26,,,U26-02,02Q_B,N,The vacation package includes skiing classes.,9781442370579_Italian_4_QZ_1611.mp3,"1,18"
1612,1612,IT,978-1-4423-6191-1,Italian 4,26,,,U26-02,02R_B,F,Il pacchetto vacanze include le lezioni di sci.,9781442370579_Italian_4_QZ_1612.mp3,"1,18"
1613,1613,IT,978-1-4423-6191-1,Italian 4,26,,,U26-02,02Q_C,N,The vacation package is great.,9781442370579_Italian_4_QZ_1613.mp3,18
1614,1614,IT,978-1-4423-6191-1,Italian 4,26,,,U26-02,02R_C,M,Il pacchetto vacanze è fantastico.,9781442370579_Italian_4_QZ_1614.mp3,18
1615,1615,IT,978-1-4423-6191-1,Italian 4,26,,,U26-02,02Q_D,N,It’s great to find a vacation package.,9781442370579_Italian_4_QZ_1615.mp3,18
1616,1616,IT,978-1-4423-6191-1,Italian 4,26,,,U26-02,02R_D,F,È fantastico trovare un pacchetto vacanze.,9781442370579_Italian_4_QZ_1616.mp3,18
1617,1617,IT,978-1-4423-6191-1,Italian 4,26,,,U26-03,03Q_A,N,"The cross country skiing is fun, but I love the downhill.",9781442370579_Italian_4_QZ_1617.mp3,1
1618,1618,IT,978-1-4423-6191-1,Italian 4,26,,,U26-03,03R_A,M,"Lo sci di fondo è divertente, ma amo la discesa libera.",9781442370579_Italian_4_QZ_1618.mp3,1
1619,1619,IT,978-1-4423-6191-1,Italian 4,26,,,U26-03,03Q_B,N,"I love cross country skiing, but I prefer the downhill.",9781442370579_Italian_4_QZ_1619.mp3,1
1620,1620,IT,978-1-4423-6191-1,Italian 4,26,,,U26-03,03R_B,F,"Amo lo sci di fondo, ma preferisco la discesa libera.",9781442370579_Italian_4_QZ_1620.mp3,1
1621,1621,IT,978-1-4423-6191-1,Italian 4,26,,,U26-03,03Q_C,N,I like cross country skiing and I like the downhill.,9781442370579_Italian_4_QZ_1621.mp3,1
1622,1622,IT,978-1-4423-6191-1,Italian 4,26,,,U26-03,03R_C,M,Mi piace lo sci di fondo e mi piace la discesa libera.,9781442370579_Italian_4_QZ_1622.mp3,1
1623,1623,IT,978-1-4423-6191-1,Italian 4,26,,,U26-03,03Q_D,N,"I love the downhill, but cross country skiing is fun too.",9781442370579_Italian_4_QZ_1623.mp3,1
1624,1624,IT,978-1-4423-6191-1,Italian 4,26,,,U26-03,03R_D,F,"Amo la discesa libera, ma lo sci di fondo anche è divertente.",9781442370579_Italian_4_QZ_1624.mp3,1
1625,1625,IT,978-1-4423-6191-1,Italian 4,26,,,U26-04,04Q_A,N,I managed it well.,9781442370579_Italian_4_QZ_1625.mp3,5
1626,1626,IT,978-1-4423-6191-1,Italian 4,26,,,U26-04,04R_A,M,Me la sono cavata bene.,9781442370579_Italian_4_QZ_1626.mp3,5
1627,1627,IT,978-1-4423-6191-1,Italian 4,26,,,U26-04,04Q_B,N,I managed it enough.,9781442370579_Italian_4_QZ_1627.mp3,5
1628,1628,IT,978-1-4423-6191-1,Italian 4,26,,,U26-04,04R_B,F,Me la sono cavata abbastanza.,9781442370579_Italian_4_QZ_1628.mp3,5
1629,1629,IT,978-1-4423-6191-1,Italian 4,26,,,U26-04,04Q_C,N,It went well enough.,9781442370579_Italian_4_QZ_1629.mp3,7
1630,1630,IT,978-1-4423-6191-1,Italian 4,26,,,U26-04,04R_C,M,È andata abbastanza bene.,9781442370579_Italian_4_QZ_1630.mp3,7
1631,1631,IT,978-1-4423-6191-1,Italian 4,26,,,U26-04,04Q_D,N,"It wasn’t easy, but I managed it.",9781442370579_Italian_4_QZ_1631.mp3,5
1632,1632,IT,978-1-4423-6191-1,Italian 4,26,,,U26-04,04R_D,F,"Non era facile, ma me la sono cavata.",9781442370579_Italian_4_QZ_1632.mp3,5
1633,1633,IT,978-1-4423-6191-1,Italian 4,26,,,U26-05,05Q_A,N,She made me do a ton of things today.,9781442370579_Italian_4_QZ_1633.mp3,17
1634,1634,IT,978-1-4423-6191-1,Italian 4,26,,,U26-05,05R_A,M,Mi ha fatto fare un sacco di cose oggi.,9781442370579_Italian_4_QZ_1634.mp3,17
1635,1635,IT,978-1-4423-6191-1,Italian 4,26,,,U26-05,05Q_B,N,The ski instructor made me do a ton of things.,9781442370579_Italian_4_QZ_1635.mp3,"1,20"
1636,1636,IT,978-1-4423-6191-1,Italian 4,26,,,U26-05,05R_B,F,L’istruttrice di sci mi ha fatto fare un sacco di cose.,9781442370579_Italian_4_QZ_1636.mp3,"1,20"
1637,1637,IT,978-1-4423-6191-1,Italian 4,26,,,U26-05,05Q_C,N,The vacation package includes a ton of things.,9781442370579_Italian_4_QZ_1637.mp3,18
1638,1638,IT,978-1-4423-6191-1,Italian 4,26,,,U26-05,05R_C,M,Il pacchetto vacanze include un sacco di cose.,9781442370579_Italian_4_QZ_1638.mp3,18
1639,1639,IT,978-1-4423-6191-1,Italian 4,26,,,U26-05,05Q_D,N,She made me do a ton of things this morning.,9781442370579_Italian_4_QZ_1639.mp3,"1,17"
1640,1640,IT,978-1-4423-6191-1,Italian 4,26,,,U26-05,05R_D,F,Mi ha fatto fare un sacco di cose stamattina.,9781442370579_Italian_4_QZ_1640.mp3,"1,17"
1641,1641,IT,978-1-4423-6191-1,Italian 4,26,,,U26-06,06Q_A,N,This hot chocolate with whipped cream is delicious!,9781442370579_Italian_4_QZ_1641.mp3,6
1642,1642,IT,978-1-4423-6191-1,Italian 4,26,,,U26-06,06R_A,M,Questa cioccolata calda con panna è deliziosa!,9781442370579_Italian_4_QZ_1642.mp3,6
1643,1643,IT,978-1-4423-6191-1,Italian 4,26,,,U26-06,06Q_B,N,Taste this hot chocolate with whipped cream.,9781442370579_Italian_4_QZ_1643.mp3,6
1644,1644,IT,978-1-4423-6191-1,Italian 4,26,,,U26-06,06R_B,F,Assaggia questa cioccolata calda con panna.,9781442370579_Italian_4_QZ_1644.mp3,6
1645,1645,IT,978-1-4423-6191-1,Italian 4,26,,,U26-06,06Q_C,N,This hot chocolate is exceptional.,9781442370579_Italian_4_QZ_1645.mp3,6
1646,1646,IT,978-1-4423-6191-1,Italian 4,26,,,U26-06,06R_C,M,Questa cioccolata calda è eccezionale.,9781442370579_Italian_4_QZ_1646.mp3,6
1647,1647,IT,978-1-4423-6191-1,Italian 4,26,,,U26-06,06Q_D,N,Let’s have the delicious hot chocolate with whipped cream.,9781442370579_Italian_4_QZ_1647.mp3,6
1648,1648,IT,978-1-4423-6191-1,Italian 4,26,,,U26-06,06R_D,F,Facciamo la deliziosa cioccolata calda con panna.,9781442370579_Italian_4_QZ_1648.mp3,6
1649,1649,IT,978-1-4423-6191-1,Italian 4,26,,,U26-07,07Q_A,N,She was an exceptional cook.,9781442370579_Italian_4_QZ_1649.mp3,6
1650,1650,IT,978-1-4423-6191-1,Italian 4,26,,,U26-07,07R_A,M,Era una cuoca eccezionale.,9781442370579_Italian_4_QZ_1650.mp3,6
1651,1651,IT,978-1-4423-6191-1,Italian 4,26,,,U26-07,07Q_B,N,My wife’s cousin is an exceptional cook.,9781442370579_Italian_4_QZ_1651.mp3,"5,6"
1652,1652,IT,978-1-4423-6191-1,Italian 4,26,,,U26-07,07R_B,M,La cugina di mia moglie è una cuoca eccezionale.,9781442370579_Italian_4_QZ_1652.mp3,"5,6"
1653,1653,IT,978-1-4423-6191-1,Italian 4,26,,,U26-07,07Q_C,N,My aunt is a great cook.,9781442370579_Italian_4_QZ_1653.mp3,"5,6"
1654,1654,IT,978-1-4423-6191-1,Italian 4,26,,,U26-07,07R_C,F,Mia zia è una cuoca fantastica.,9781442370579_Italian_4_QZ_1654.mp3,"5,6"
1655,1655,IT,978-1-4423-6191-1,Italian 4,26,,,U26-07,07Q_D,N,She was also a great cook.,9781442370579_Italian_4_QZ_1655.mp3,6
1656,1656,IT,978-1-4423-6191-1,Italian 4,26,,,U26-07,07R_D,F,Era anche una cuoca fantastica.,9781442370579_Italian_4_QZ_1656.mp3,6
1657,1657,IT,978-1-4423-6191-1,Italian 4,26,,,U26-08,08Q_A,N,I prefer cross country skiing.,9781442370579_Italian_4_QZ_1657.mp3,1
1658,1658,IT,978-1-4423-6191-1,Italian 4,26,,,U26-08,08R_A,M,Preferisco lo sci di fondo.,9781442370579_Italian_4_QZ_1658.mp3,1
1659,1659,IT,978-1-4423-6191-1,Italian 4,26,,,U26-08,08Q_B,N,I was thinking that I prefer cross country skiing.,9781442370579_Italian_4_QZ_1659.mp3,1
1660,1660,IT,978-1-4423-6191-1,Italian 4,26,,,U26-08,08R_B,F,Pensavo che preferisco lo sci di fondo.,9781442370579_Italian_4_QZ_1660.mp3,1
1661,1661,IT,978-1-4423-6191-1,Italian 4,26,,,U26-08,08Q_C,N,I prefer to go to the countryside.,9781442370579_Italian_4_QZ_1661.mp3,"1,18"
1662,1662,IT,978-1-4423-6191-1,Italian 4,26,,,U26-08,08R_C,M,Preferisco andare in campagna.,9781442370579_Italian_4_QZ_1662.mp3,"1,18"
1663,1663,IT,978-1-4423-6191-1,Italian 4,26,,,U26-08,08Q_D,N,Cross country skiing is fun.,9781442370579_Italian_4_QZ_1663.mp3,1
1664,1664,IT,978-1-4423-6191-1,Italian 4,26,,,U26-08,08R_D,F,Lo sci di fondo è divertente.,9781442370579_Italian_4_QZ_1664.mp3,1
1665,1665,IT,978-1-4423-6191-1,Italian 4,27,,,U27-01,01Q_A,N,It’s better than anything else.,9781442370579_Italian_4_QZ_1665.mp3,16
1666,1666,IT,978-1-4423-6191-1,Italian 4,27,,,U27-01,01R_A,M,È migliore di qualunque altra cosa.,9781442370579_Italian_4_QZ_1666.mp3,16
1667,1667,IT,978-1-4423-6191-1,Italian 4,27,,,U27-01,01Q_B,N,It’s not a surprise that it’s better than anything else.,9781442370579_Italian_4_QZ_1667.mp3,9
1668,1668,IT,978-1-4423-6191-1,Italian 4,27,,,U27-01,01R_B,F,Non è una sorpresa che è migliore di qualunque altra cosa.,9781442370579_Italian_4_QZ_1668.mp3,9
1669,1669,IT,978-1-4423-6191-1,Italian 4,27,,,U27-01,01Q_C,N,The food here is better than anything else.,9781442370579_Italian_4_QZ_1669.mp3,6
1670,1670,IT,978-1-4423-6191-1,Italian 4,27,,,U27-01,01R_C,M,Il cibo qui è migliore di qualunque altra cosa.,9781442370579_Italian_4_QZ_1670.mp3,6
1671,1671,IT,978-1-4423-6191-1,Italian 4,27,,,U27-01,01Q_D,N,I liked it more than anything else.,9781442370579_Italian_4_QZ_1671.mp3,"9,16"
1672,1672,IT,978-1-4423-6191-1,Italian 4,27,,,U27-01,01R_D,F,Mi è piaciuto più di qualunque altra cosa.,9781442370579_Italian_4_QZ_1672.mp3,"9,16"
1673,1673,IT,978-1-4423-6191-1,Italian 4,27,,,U27-02,02Q_A,N,"It’s tiring, but I’m OK.",9781442370579_Italian_4_QZ_1673.mp3,9
1674,1674,IT,978-1-4423-6191-1,Italian 4,27,,,U27-02,02R_A,M,"È stancante, ma sto bene.",9781442370579_Italian_4_QZ_1674.mp3,9
1675,1675,IT,978-1-4423-6191-1,Italian 4,27,,,U27-02,02Q_B,N,"It was tiring, but I decided that I love the downhill.",9781442370579_Italian_4_QZ_1675.mp3,1
1676,1676,IT,978-1-4423-6191-1,Italian 4,27,,,U27-02,02R_B,F,"Era stancante, ma ho deciso che amo la discesa libera.",9781442370579_Italian_4_QZ_1676.mp3,1
1677,1677,IT,978-1-4423-6191-1,Italian 4,27,,,U27-02,02Q_C,N,"I fell a few times, but I’m OK.",9781442370579_Italian_4_QZ_1677.mp3,"5,12,17"
1678,1678,IT,978-1-4423-6191-1,Italian 4,27,,,U27-02,02R_C,M,"Sono caduto alcune volte, ma sto bene.",9781442370579_Italian_4_QZ_1678.mp3,"5,12,17"
1679,1679,IT,978-1-4423-6191-1,Italian 4,27,,,U27-02,02Q_D,N,"It’s tiring, but it’s fun.",9781442370579_Italian_4_QZ_1679.mp3,9
1680,1680,IT,978-1-4423-6191-1,Italian 4,27,,,U27-02,02R_D,F,"È stancante, ma è divertente.",9781442370579_Italian_4_QZ_1680.mp3,9
1681,1681,IT,978-1-4423-6191-1,Italian 4,27,,,U27-03,03Q_A,N,He said that nothing’s broken.,9781442370579_Italian_4_QZ_1681.mp3,"3,8,12"
1682,1682,IT,978-1-4423-6191-1,Italian 4,27,,,U27-03,03R_A,M,Ha detto che non c’è niente di rotto.,9781442370579_Italian_4_QZ_1682.mp3,"3,8,12"
1683,1683,IT,978-1-4423-6191-1,Italian 4,27,,,U27-03,03Q_B,N,"I fell a few times, but nothing’s broken.",9781442370579_Italian_4_QZ_1683.mp3,"5,8,12,17"
1684,1684,IT,978-1-4423-6191-1,Italian 4,27,,,U27-03,03R_B,F,"Sono caduta alcune volte, ma non c’è niente di rotto.",9781442370579_Italian_4_QZ_1684.mp3,"5,8,12,17"
1685,1685,IT,978-1-4423-6191-1,Italian 4,27,,,U27-03,03Q_C,N,You told me that nothing’s broken.,9781442370579_Italian_4_QZ_1685.mp3,"3,8,12"
1686,1686,IT,978-1-4423-6191-1,Italian 4,27,,,U27-03,03R_C,M,Mi ha detto che non c’è niente di rotto.,9781442370579_Italian_4_QZ_1686.mp3,"3,8,12"
1687,1687,IT,978-1-4423-6191-1,Italian 4,27,,,U27-03,03Q_D,N,I heard that he said that nothing’s broken.,9781442370579_Italian_4_QZ_1687.mp3,"3,8,12"
1688,1688,IT,978-1-4423-6191-1,Italian 4,27,,,U27-03,03R_D,F,Ho sentito che ha detto che non c’è niente di rotto.,9781442370579_Italian_4_QZ_1688.mp3,"3,8,12"
1689,1689,IT,978-1-4423-6191-1,Italian 4,27,,,U27-04,04Q_A,N,He recommended to rest.,9781442370579_Italian_4_QZ_1689.mp3,8
1690,1690,IT,978-1-4423-6191-1,Italian 4,27,,,U27-04,04R_A,M,Ha raccomandato di riposare.,9781442370579_Italian_4_QZ_1690.mp3,8
1691,1691,IT,978-1-4423-6191-1,Italian 4,27,,,U27-04,04Q_B,N,The doctor recommended to rest.,9781442370579_Italian_4_QZ_1691.mp3,8
1692,1692,IT,978-1-4423-6191-1,Italian 4,27,,,U27-04,04R_B,F,Il dottore ha raccomandato di riposare.,9781442370579_Italian_4_QZ_1692.mp3,8
1693,1693,IT,978-1-4423-6191-1,Italian 4,27,,,U27-04,04Q_C,N,I can rest when the doctor leaves.,9781442370579_Italian_4_QZ_1693.mp3,"8,9"
1694,1694,IT,978-1-4423-6191-1,Italian 4,27,,,U27-04,04R_C,M,Posso riposare quando il dottore parte.,9781442370579_Italian_4_QZ_1694.mp3,"8,9"
1695,1695,IT,978-1-4423-6191-1,Italian 4,27,,,U27-04,04Q_D,N,I think we can rest later.,9781442370579_Italian_4_QZ_1695.mp3,17
1696,1696,IT,978-1-4423-6191-1,Italian 4,27,,,U27-04,04R_D,F,Penso che possiamo riposare più tardi.,9781442370579_Italian_4_QZ_1696.mp3,17
1697,1697,IT,978-1-4423-6191-1,Italian 4,27,,,U27-05,05Q_A,N,I saw an exceptional doctor.,9781442370579_Italian_4_QZ_1697.mp3,8
1698,1698,IT,978-1-4423-6191-1,Italian 4,27,,,U27-05,05R_A,M,Ho visto un dottore eccezionale.,9781442370579_Italian_4_QZ_1698.mp3,8
1699,1699,IT,978-1-4423-6191-1,Italian 4,27,,,U27-05,05Q_B,N,I can find an exceptional doctor.,9781442370579_Italian_4_QZ_1699.mp3,8
1700,1700,IT,978-1-4423-6191-1,Italian 4,27,,,U27-05,05R_B,F,Posso trovare un dottore eccezionale.,9781442370579_Italian_4_QZ_1700.mp3,8
1701,1701,IT,978-1-4423-6191-1,Italian 4,27,,,U27-05,05Q_C,N,Here’s the number of an exceptional doctor.,9781442370579_Italian_4_QZ_1701.mp3,"3,8,12,20"
1702,1702,IT,978-1-4423-6191-1,Italian 4,27,,,U27-05,05R_C,M,Ecco il numero d’un dottore eccezionale.,9781442370579_Italian_4_QZ_1702.mp3,"3,8,12,20"
1703,1703,IT,978-1-4423-6191-1,Italian 4,27,,,U27-05,05Q_D,N,You saw a great doctor.,9781442370579_Italian_4_QZ_1703.mp3,8
1704,1704,IT,978-1-4423-6191-1,Italian 4,27,,,U27-05,05R_D,F,Ha visto un dottore fantastico.,9781442370579_Italian_4_QZ_1704.mp3,8
1705,1705,IT,978-1-4423-6191-1,Italian 4,27,,,U27-06,06Q_A,N,He said that your ski class was thrilling.,9781442370579_Italian_4_QZ_1705.mp3,"1,3"
1706,1706,IT,978-1-4423-6191-1,Italian 4,27,,,U27-06,06R_A,M,Ha detto che la tua lezione di sci era entusiasmante.,9781442370579_Italian_4_QZ_1706.mp3,"1,3"
1707,1707,IT,978-1-4423-6191-1,Italian 4,27,,,U27-06,06Q_B,N,He said that your ski class was tiring.,9781442370579_Italian_4_QZ_1707.mp3,"1,3"
1708,1708,IT,978-1-4423-6191-1,Italian 4,27,,,U27-06,06R_B,F,Ha detto che la tua lezione di sci era stancante.,9781442370579_Italian_4_QZ_1708.mp3,"1,3"
1709,1709,IT,978-1-4423-6191-1,Italian 4,27,,,U27-06,06Q_C,N,He said that your ski instructor was very good.,9781442370579_Italian_4_QZ_1709.mp3,"1,3,20"
1710,1710,IT,978-1-4423-6191-1,Italian 4,27,,,U27-06,06R_C,M,Ha detto che la tua istruttrice di sci era molto brava.,9781442370579_Italian_4_QZ_1710.mp3,"1,3,20"
1711,1711,IT,978-1-4423-6191-1,Italian 4,27,,,U27-06,06Q_D,N,He said that the downhill was thrilling.,9781442370579_Italian_4_QZ_1711.mp3,"1,3"
1712,1712,IT,978-1-4423-6191-1,Italian 4,27,,,U27-06,06R_D,F,Ha detto che la discesa libera era entusiasmante.,9781442370579_Italian_4_QZ_1712.mp3,"1,3"
1713,1713,IT,978-1-4423-6191-1,Italian 4,27,,,U27-07,07Q_A,N,I feel much better now.,9781442370579_Italian_4_QZ_1713.mp3,"8,12,16,17"
1714,1714,IT,978-1-4423-6191-1,Italian 4,27,,,U27-07,07R_A,M,Mi sento molto meglio adesso.,9781442370579_Italian_4_QZ_1714.mp3,"8,12,16,17"
1715,1715,IT,978-1-4423-6191-1,Italian 4,27,,,U27-07,07Q_B,N,I feel fine today.,9781442370579_Italian_4_QZ_1715.mp3,"8,17"
1716,1716,IT,978-1-4423-6191-1,Italian 4,27,,,U27-07,07R_B,F,Mi sento bene oggi.,9781442370579_Italian_4_QZ_1716.mp3,"8,17"
1717,1717,IT,978-1-4423-6191-1,Italian 4,27,,,U27-07,07Q_C,N,I’m sure that you feel better now.,9781442370579_Italian_4_QZ_1717.mp3,"5,8,17"
1718,1718,IT,978-1-4423-6191-1,Italian 4,27,,,U27-07,07R_C,M,Sono certo che si sente meglio adesso.,9781442370579_Italian_4_QZ_1718.mp3,"5,8,17"
1719,1719,IT,978-1-4423-6191-1,Italian 4,27,,,U27-07,07Q_D,N,Truly I feel better.,9781442370579_Italian_4_QZ_1719.mp3,8
1720,1720,IT,978-1-4423-6191-1,Italian 4,27,,,U27-07,07R_D,F,Veramente mi sento meglio.,9781442370579_Italian_4_QZ_1720.mp3,8
1721,1721,IT,978-1-4423-6191-1,Italian 4,27,,,U27-08,08Q_A,N,I fell a few times but I didn’t hurt myself.,9781442370579_Italian_4_QZ_1721.mp3,"5,12,17"
1722,1722,IT,978-1-4423-6191-1,Italian 4,27,,,U27-08,08R_A,M,"Sono caduto alcune volte, ma non mi sono fatto male.",9781442370579_Italian_4_QZ_1722.mp3,"5,12,17"
1723,1723,IT,978-1-4423-6191-1,Italian 4,27,,,U27-08,08Q_B,N,"I fell a few times, but it was thrilling.",9781442370579_Italian_4_QZ_1723.mp3,"5,12,17"
1724,1724,IT,978-1-4423-6191-1,Italian 4,27,,,U27-08,08R_B,F,"Sono caduta alcune volte, ma era entusiasmante.",9781442370579_Italian_4_QZ_1724.mp3,"5,12,17"
1725,1725,IT,978-1-4423-6191-1,Italian 4,27,,,U27-08,08Q_C,N,Nothing’s broken but I fell a few times.,9781442370579_Italian_4_QZ_1725.mp3,"5,12,17"
1726,1726,IT,978-1-4423-6191-1,Italian 4,27,,,U27-08,08R_C,M,Non c’è niente di rotto ma sono caduto alcune volte.,9781442370579_Italian_4_QZ_1726.mp3,"5,12,17"
1727,1727,IT,978-1-4423-6191-1,Italian 4,27,,,U27-08,08Q_D,N,You didn’t fall too many times.,9781442370579_Italian_4_QZ_1727.mp3,"12,17"
1728,1728,IT,978-1-4423-6191-1,Italian 4,27,,,U27-08,08R_D,F,Non sei caduto troppe volte,9781442370579_Italian_4_QZ_1728.mp3,"12,17"
1729,1729,IT,978-1-4423-6191-1,Italian 4,28,,,U28-01,01Q_A,N,The instructor was very demanding and it was thrilling.,9781442370579_Italian_4_QZ_1729.mp3,"1,20"
1730,1730,IT,978-1-4423-6191-1,Italian 4,28,,,U28-01,01R_A,M,L’istruttrice era molto esigente ed era entusiasmante.,9781442370579_Italian_4_QZ_1730.mp3,"1,20"
1731,1731,IT,978-1-4423-6191-1,Italian 4,28,,,U28-01,01Q_B,N,My instructor was demanding but I managed.,9781442370579_Italian_4_QZ_1731.mp3,"1,5,20"
1732,1732,IT,978-1-4423-6191-1,Italian 4,28,,,U28-01,01R_B,F,"La mia istruttrice era molto esigente, ma me la sono cavata.",9781442370579_Italian_4_QZ_1732.mp3,"1,5,20"
1733,1733,IT,978-1-4423-6191-1,Italian 4,28,,,U28-01,01Q_C,N,The instructor was very demanding but it was great.,9781442370579_Italian_4_QZ_1733.mp3,"1,20"
1734,1734,IT,978-1-4423-6191-1,Italian 4,28,,,U28-01,01R_C,M,L’istruttrice era molto esigente ma era fantastico.,9781442370579_Italian_4_QZ_1734.mp3,"1,20"
1735,1735,IT,978-1-4423-6191-1,Italian 4,28,,,U28-01,01Q_D,N,"The instructor is demanding, and it can be tiring.",9781442370579_Italian_4_QZ_1735.mp3,"1,20"
1736,1736,IT,978-1-4423-6191-1,Italian 4,28,,,U28-01,01R_D,F,L’istruttrice è esigente e può essere stancante.,9781442370579_Italian_4_QZ_1736.mp3,"1,20"
1737,1737,IT,978-1-4423-6191-1,Italian 4,28,,,U28-02,02Q_A,N,I already did a lesson this morning.,9781442370579_Italian_4_QZ_1737.mp3,"1,17"
